"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;27;27.9914;-0.2398
1.13717e-05;2.06072e-06;-1.10864e-06;28;28.9993;-0.2477
7.31482e-06;8.16856e-06;-1.18579e-05;29;30.0072;-0.2437
4.96217e-05;-9.83184e-06;-3.7148e-05;30;31.015;-0.1037
0.000233396;-5.1983e-05;2.87412e-06;31;32.0229;0.1607
0.000383927;-9.97863e-05;-1.58959e-05;32;32.985;0.6361
0.000534434;-0.00012935;2.14137e-05;33;33.9929;1.003
0.000742957;-0.000138516;-9.72242e-06;34;35.0007;1.508
0.000887503;-0.000182993;2.9129e-06;35;36.0086;1.9558
0.00106167;-0.000205695;-3.24298e-06;36;37.0164;2.301
0.00122168;-0.000237856;-1.09311e-05;37;38.0243;2.8139
0.00134695;-0.000263494;-2.15054e-05;38;38.9864;3.1236
0.00155068;-0.000291251;-1.72845e-05;39;39.9943;3.4964
0.00169425;-0.00037064;-2.82747e-05;40;41.0021;4.0033
0.00184087;-0.000393892;-3.58692e-05;41;42.0101;4.463
0.00200601;-0.000416692;-1.83614e-05;42;43.0179;4.8713
0.00217841;-0.000466816;-3.0744e-05;43;44.0257;5.2737
0.00232982;-0.000504253;-3.1263e-05;44;44.9878;5.6012
0.00248072;-0.000587277;-7.67121e-05;45;45.9957;6.1081
0.00263924;-0.000575331;-3.75948e-05;46;47.0037;6.4908
0.00277614;-0.000621777;-7.19442e-05;47;48.0115;6.8183
0.00308949;-0.000704764;-5.99777e-05;48;49.9814;7.5817
0.0032432;-0.000748858;-8.86501e-05;49;50.9892;8.061
0.00339122;-0.000773328;-6.4983e-05;50;51.9973;8.4003
0.00351958;-0.00086311;-9.43554e-05;51;53.005;8.8481
0.00385298;-0.000863958;-7.06497e-05;52;55.0208;9.5859
0.00414079;-0.000965733;-8.21927e-05;53;56.9906;10.442
0.00427099;-0.000987478;-6.95907e-05;54;57.9986;10.7221
0.0043964;-0.00107042;-0.000109467;55;59.0065;11.2291
0.00456189;-0.00109092;-9.93102e-05;56;60.0143;11.5171
0.00472414;-0.00114301;-9.5389e-05;57;61.0222;12.0378
0.00486482;-0.0011797;-8.51634e-05;58;61.9843;12.316
0.00500917;-0.00121552;-0.00011231;59;62.9922;12.677
0.00513318;-0.0012749;-0.000122577;60;64;13.0873
0.00532527;-0.00128723;-0.000100093;61;65.0079;13.4798
0.00542658;-0.00133362;-0.000129771;62;66.0158;13.8724
0.00558239;-0.00138337;-0.000130447;63;67.0237;14.3142
0.00572462;-0.00141508;-0.000128628;64;67.9858;14.6476
0.00585081;-0.00144792;-0.000136304;65;68.9937;14.9139
0.00601653;-0.00149201;-0.000138439;66;70.0016;15.3676
0.00614421;-0.00153933;-0.00015278;67;71.0093;15.7306
0.0062671;-0.00157105;-0.000161647;68;72.0172;16.0265
0.00641536;-0.00160323;-0.000161903;69;73.0251;16.425
0.00655431;-0.00164986;-0.000180224;70;73.9872;16.8944
0.00669231;-0.00168529;-0.000164897;71;74.9951;17.2416
