"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;-0.1628
8.11867e-06;1.70489e-05;-6.81378e-06;1;1.0078;-0.2891
1.56204e-05;4.32007e-05;3.78384e-05;2;2.0157;-0.1609
-3.29761e-06;4.61625e-05;5.64406e-05;3;3.0235;-0.1826
1.03782e-06;6.13359e-05;3.30235e-05;4;4.0314;-0.1589
3.90812e-05;2.83614e-05;6.76002e-05;5;4.9934;-0.0622
0.000249206;7.72506e-06;2.80062e-05;6;6.0014;0.2751
0.000419121;-2.80694e-05;3.19094e-05;7;7.0092;0.7308
0.000584014;-2.82115e-05;7.55624e-05;8;8.0169;1.2219
0.000748873;-0.000104867;5.42903e-05;9;9.025;1.4863
0.000944556;-0.000112175;8.05955e-05;10;10.0328;2.0662
0.00107657;-0.000175065;6.76899e-05;11;10.995;2.4489
0.00125286;-0.000287052;1.53996e-05;12;12.0028;2.6777
0.00141559;-0.000223572;5.93579e-05;13;13.0108;3.0959
0.00153403;-0.000328368;4.19665e-05;14;14.0185;3.6285
0.00167645;-0.000366915;3.4261e-05;15;15.0264;4.0152
0.00187391;-0.000343598;5.28069e-05;16;16.0345;4.3564
0.00201827;-0.000366753;8.22081e-05;17;16.9961;4.6208
0.00218207;-0.000415935;8.55679e-05;18;18.0042;5.1711
0.00232371;-0.000481798;9.93289e-05;19;19.0119;5.5085
0.00252867;-0.000490351;0.000120128;20;20.0201;5.899
0.00264362;-0.000569769;9.96861e-05;21;21.028;6.3902
0.00279999;-0.000572143;0.000113731;22;21.9896;6.7334
0.00290108;-0.000658142;3.27223e-05;23;22.9976;7.0412
0.0030974;-0.000592651;2.52332e-05;24;24.0056;7.5481
0.00325689;-0.000691762;0.00012618;25;25.0137;7.9427
0.00339122;-0.000773437;0.000106849;26;26.0214;8.3194
0.00354556;-0.000823117;7.00641e-05;27;27.0293;8.7021
0.00370758;-0.000823453;3.76678e-05;28;28.037;9.0059
0.0038294;-0.000846646;7.45451e-05;29;28.9992;9.4162
0.00398864;-0.000901767;5.68148e-05;30;30.0069;9.7851
0.00411554;-0.000943258;7.0967e-05;31;31.0148;10.1481
0.00426842;-0.000959667;7.49961e-05;32;32.0227;10.4873
0.00442674;-0.00101963;9.11415e-05;33;33.0307;10.9213
0.00454606;-0.00104649;0.000106691;34;33.9928;11.1857
