"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;-0.293
2.31429e-05;-1.05253e-05;-8.98674e-07;1;1.0078;-0.2792
8.91361e-06;-1.48739e-05;1.04717e-05;2;2.0157;-0.293
2.92964e-05;4.72909e-06;1.85349e-05;3;3.0235;-0.2713
9.07231e-05;-1.20051e-05;-2.51256e-05;4;4.0315;-0.1076
0.000286669;-3.79716e-05;4.55498e-05;5;5.0393;0.3145
0.000431615;-9.0552e-05;-1.68295e-05;6;6.0471;0.8018
0.000633332;-0.000103;-2.96367e-05;7;7.0092;1.0937
0.000782701;-0.000163484;-8.53025e-06;8;8.0171;1.5395
0.000977004;-0.000197171;-1.98763e-05;9;9.0249;2.0307
0.00112539;-0.000245945;3.65526e-06;10;10.0329;2.3325
0.00128409;-0.000288895;-6.38831e-06;11;11.0408;2.733
0.00146829;-0.00034041;-3.71868e-05;12;12.0487;3.1847
0.00158104;-0.000392636;-1.44779e-05;13;13.0107;3.6266
0.00174908;-0.000392605;-6.85648e-06;14;14.0186;3.9304
0.00193226;-0.000471463;-5.94927e-05;15;15.0264;4.461
0.00207068;-0.000515587;-1.33197e-05;16;16.0343;4.7648
0.00225872;-0.000569495;-5.18654e-05;17;17.0422;5.1968
0.00239661;-0.000607007;-4.15657e-05;18;18.0501;5.6327
0.00255467;-0.000622832;-2.11724e-05;19;19.0122;5.9799
0.00270259;-0.000717132;-5.84483e-05;20;20.02;6.4533
0.00284874;-0.000749507;-3.56878e-05;21;21.0278;6.8124
0.00300804;-0.000775657;-5.16076e-05;22;22.0357;7.2266
0.00314445;-0.000823879;-5.45209e-05;23;23.0437;7.558
0.00329538;-0.000845727;-9.44242e-05;24;24.0515;7.9328
0.00346496;-0.000905555;-8.53004e-05;25;25.0135;8.4003
0.00361984;-0.000961158;-8.89628e-05;26;26.0215;8.8402
0.0037725;-0.00100867;-0.000106941;27;27.0293;9.2111
0.00392861;-0.00104586;-0.000111823;28;28.0372;9.5326
0.00405846;-0.00111514;-0.000108978;29;29.0451;9.8857
0.00420205;-0.00113116;-9.45004e-05;30;30.0072;10.2684
0.0043631;-0.00115803;-0.000105481;31;31.015;10.7201
0.00450929;-0.00123506;-0.000108329;32;32.023;11.091
0.00466352;-0.0012581;-0.000141742;33;33.0308;11.4618
0.00480831;-0.00130709;-0.000122401;34;34.0387;11.882
0.00493671;-0.00135112;-0.000151534;35;35.0465;12.2016
0.00509202;-0.00141006;-0.000130772;36;36.0085;12.527
0.00525138;-0.00145858;-0.000144511;37;37.0164;12.8841
0.0053983;-0.00147217;-0.000127304;38;38.0243;13.4167
0.00551987;-0.00153675;-0.00019514;39;39.0323;13.6179
0.00567033;-0.00158877;-0.000174883;40;40.0401;14.0834
0.00582045;-0.00160651;-0.000178355;41;41.0479;14.5016
0.0059567;-0.00168297;-0.000189053;42;42.01;14.7364
0.00611023;-0.0017063;-0.000202833;43;43.0178;15.1546
0.00624229;-0.001751;-0.000215896;44;44.0257;15.4702
0.00639392;-0.00179652;-0.000210477;45;45.0336;15.987
0.00653976;-0.00183848;-0.000209383;46;46.0415;16.3224
0.00679678;-0.00193278;-0.000187447;47;48.0114;17.0562
0.00695308;-0.00201453;-0.00025517;48;49.0193;17.506
0.00709528;-0.00201582;-0.000245402;49;50.0272;17.8591
0.00723999;-0.00206021;-0.00021525;50;51.0351;18.1688
0.0073828;-0.00211484;-0.000257333;51;52.043;18.4804
0.00751844;-0.00215222;-0.000239182;52;53.0509;18.9105
0.0076658;-0.002198;-0.00022764;53;54.0129;19.2636
0.00779121;-0.00224087;-0.000258285;54;55.0208;19.5318
0.0079398;-0.00227157;-0.000263185;55;56.0286;19.9126
0.00820961;-0.00233688;-0.000332982;56;58.0444;20.7943
0.0083489;-0.00241293;-0.000328954;57;59.0065;21.1159
0.00862259;-0.00247622;-0.000321767;58;61.0222;21.8635
0.00876494;-0.00254291;-0.000291215;59;62.0301;22.2304
0.00891118;-0.00257947;-0.000338411;60;63.0379;22.5224
0.00902175;-0.00263736;-0.000342324;61;64.0459;22.9623
0.00919915;-0.00267332;-0.000437216;62;65.0079;23.2996
0.00928282;-0.00273659;-0.000322329;63;66.0158;23.6093
0.00945147;-0.00274305;-0.000340155;64;67.0237;23.988
0.00958095;-0.00280167;-0.00035391;65;68.0315;24.2386
0.00970765;-0.00281148;-0.000363632;66;69.0394;24.641
0.00984531;-0.00288338;-0.000350597;67;70.0473;24.931
0.00996249;-0.00291061;-0.000364352;68;71.0093;25.3551
0.0101086;-0.00297532;-0.00039582;69;72.0173;25.7417
0.0102381;-0.00301276;-0.000385304;70;73.0251;26.0869
0.0103579;-0.00307407;-0.000401398;71;74.033;26.3789
0.0104923;-0.00310969;-0.000387616;72;75.0408;26.7103
0.0106373;-0.00311885;-0.000401732;73;76.0488;27.0989
0.0107652;-0.00318317;-0.000411498;74;77.0107;27.3928
0.0108996;-0.00321057;-0.00043409;75;78.0187;27.8445
0.0110312;-0.00326704;-0.000430534;76;79.0266;28.2075
0.0111723;-0.00331535;-0.000402009;77;80.0344;28.4206
0.0112939;-0.0033642;-0.000423321;78;81.0424;28.8131
0.0114422;-0.00340231;-0.000427514;79;82.0502;29.2215
0.011555;-0.00344713;-0.000493656;80;83.0122;29.6002
0.0116845;-0.00355424;-0.000451163;81;84.0201;29.8803
0.0118215;-0.00353936;-0.000433508;82;85.028;30.1249
0.0119463;-0.00354578;-0.000456851;83;86.0359;30.549
0.0120885;-0.00360911;-0.000484364;84;87.0437;30.9456
0.0122071;-0.003644;-0.000457326;85;88.0516;31.204
0.0123238;-0.00366655;-0.000517837;86;89.0138;31.6103
0.0124447;-0.00374042;-0.000541734;87;90.0216;31.9062
0.0125812;-0.00377882;-0.000461401;88;91.0294;32.3126
0.0127287;-0.00378352;-0.000484934;89;92.0373;32.6677
0.0128472;-0.0038691;-0.000472014;90;93.0451;32.9083
0.0129658;-0.00390593;-0.000532755;91;94.0072;33.2851
0.0131026;-0.003918;-0.000485249;92;95.0151;33.5889
0.0132211;-0.00398496;-0.000527454;93;96.023;33.9716
0.0133587;-0.00403728;-0.000474351;94;97.0312;34.2261
0.0134825;-0.0040817;-0.000532122;95;98.0387;34.5713
0.0136067;-0.00410332;-0.000519743;96;99.0466;34.9007
0.0137116;-0.0041629;-0.000543159;97;100.009;35.2736
0.0139797;-0.0042354;-0.000552547;98;102.024;35.8969
0.0141019;-0.00429282;-0.000593828;99;103.032;36.2224
0.0142266;-0.0043405;-0.000561326;100;104.04;36.5203
0.0143323;-0.00437917;-0.000557597;101;105.048;36.8655
0.0144636;-0.00445854;-0.000627546;102;106.01;37.1121
0.0146148;-0.00450499;-0.000595922;103;107.018;37.5559
0.0147254;-0.00454635;-0.000605906;104;108.026;37.8558
0.0148578;-0.00458342;-0.000596871;105;109.034;38.2148
0.014964;-0.00463704;-0.000585347;106;110.042;38.4495
0.0150862;-0.00467327;-0.000611761;107;111.049;38.7612
0.0151829;-0.00473065;-0.000607756;108;112.012;39.1262
0.0153268;-0.00474724;-0.000620712;109;113.019;39.4102
0.0154391;-0.00480474;-0.000612053;110;114.027;39.7278
0.0156882;-0.0048633;-0.000642369;111;116.043;40.3492
0.0158019;-0.0049218;-0.000624752;112;117.051;40.7063
0.0159312;-0.00493754;-0.000664271;113;118.013;40.9923
0.0160298;-0.00496184;-0.00061127;114;119.021;41.2567
0.00053806;-0.000593348;0.00027202;115;120.029;-0.1175
0.000445499;-0.000670618;0.000303247;116;121.037;-0.0326
0.00045146;-0.000643911;0.000340714;117;122.045;0.0206
0.000448361;-0.000650709;0.000358087;118;123.007;-0.0405
0.000452394;-0.000640257;0.000325504;119;124.014;-0.0188
0.000422173;-0.000703307;0.000308151;120;125.022;0.0265
0.000421645;-0.00061873;0.000325614;121;126.03;-0.0543
0.000435782;-0.000647754;0.000306902;122;127.038;-0.003
0.000430356;-0.000658504;0.000299172;123;128.046;0.066
0.000431264;-0.000636676;0.000332156;124;129.008;0.0226
0.000422096;-0.000628074;0.000349409;125;129.42;0.0088
