"Average";;;"Analog";;
0.00636834;-0.00191441;-0.000110734;44;45.9957;16.1014
0.00648843;-0.00192672;-0.000123073;45;47.0037;16.6143
0.00662901;-0.00201039;-0.000111616;46;48.0115;16.9911
0.00676426;-0.00205371;-0.000159736;47;48.9736;17.2397
0.0069207;-0.00209894;-0.000141909;48;49.9815;17.6638
0.00706736;-0.00215729;-0.000150375;49;50.9893;18.1333
0.00719633;-0.00219026;-0.000151991;50;51.9972;18.3384
0.00733314;-0.00223395;-0.00016593;51;53.0051;18.8493
0.00745972;-0.00226928;-0.000161801;52;54.013;19.1945
0.00762778;-0.00230705;-0.000183448;53;54.975;19.4668
0.00776385;-0.00235977;-0.000180948;54;55.9829;19.8672
0.00789677;-0.00240608;-0.000173217;55;56.9908;20.1355
0.00801906;-0.00247656;-0.000176563;56;57.9986;20.6109
0.00816325;-0.00250981;-0.000187542;57;59.0065;20.8989
0.00829376;-0.00254316;-0.000220632;58;60.0144;21.3644
0.00842788;-0.00256351;-0.000185565;59;60.9764;21.7077
0.00857102;-0.00262377;-0.000198352;60;61.9843;22.0943
0.00871571;-0.00267585;-0.000211849;61;62.9922;22.4947
0.0088662;-0.00267943;-0.000225796;62;64.0001;22.8281
0.00898267;-0.00272127;-0.000216408;63;65.008;23.0905
0.00911172;-0.00279499;-0.0002515;64;66.0158;23.4278
0.00925497;-0.00283446;-0.000194893;65;66.978;23.8657
0.00937661;-0.00285137;-0.000240542;66;67.9858;24.1991
0.00951324;-0.00291126;-0.000221338;67;68.9937;24.5266
0.00965494;-0.00298061;-0.000260151;68;70.0015;24.9152
0.00977764;-0.00298608;-0.000240593;69;71.0094;25.1499
0.00990645;-0.00303808;-0.000254365;70;72.0173;25.5583
0.010042;-0.00308347;-0.000269876;71;72.9793;25.9508
0.0101452;-0.00312106;-0.000259345;72;73.9873;26.3394
0.0103147;-0.0031547;-0.000264353;73;74.9951;26.5604
0.0104165;-0.00322751;-0.000255306;74;76.003;27.0239
0.0105773;-0.00324526;-0.000277508;75;77.0108;27.2547
0.0106827;-0.00328619;-0.000274948;76;77.9729;27.6414
0.010812;-0.00335074;-0.000275147;77;78.9807;28.0162
0.0109471;-0.00336735;-0.000293662;78;79.9887;28.3634
0.0110773;-0.00343041;-0.000276598;79;80.9965;28.7362
0.0112175;-0.00345037;-0.000297522;80;82.0044;28.9473
0.0113375;-0.00349558;-0.00030601;81;83.0122;29.4246
0.0115903;-0.00358895;-0.000320207;82;84.9822;30.1427
0.0117141;-0.00363536;-0.000315141;83;85.9901;30.4406
0.0118389;-0.00368621;-0.000322555;84;86.998;30.7503
0.0119669;-0.0037153;-0.000334234;85;88.0059;31.0205
0.0121071;-0.00377725;-0.000322433;86;89.0137;31.346
0.0122279;-0.00382581;-0.000334853;87;89.9758;31.7898
0.0123653;-0.00383548;-0.000354573;88;90.9837;32.1568
0.0124843;-0.00388648;-0.000361901;89;91.9915;32.3323
0.0125955;-0.00396152;-0.000304992;90;92.9994;32.7525
0.0127343;-0.00397043;-0.000346975;91;94.0074;33.0957
0.0128334;-0.00400473;-0.000360956;92;95.0152;33.4015
0.0129753;-0.00404384;-0.000340881;93;95.9772;33.8138
0.0130871;-0.00408502;-0.000371062;94;96.9851;34.084
0.0132067;-0.00411612;-0.000416573;95;97.993;34.4648
0.013347;-0.00418488;-0.000376507;96;99.0009;34.8159
0.0134717;-0.00422893;-0.000390775;97;100.009;35.096
0.0135868;-0.00426642;-0.000409083;98;101.017;35.4116
0.0137073;-0.00430173;-0.000411368;99;101.979;35.6385
0.0138188;-0.00435;-0.000414048;100;102.987;36.0863
0.0139761;-0.00434035;-0.000445956;101;103.994;36.3763
0.0140654;-0.00441399;-0.000424515;102;105.002;36.7392
0.0141922;-0.00445732;-0.000405285;103;106.01;37.0963
0.0143201;-0.004507;-0.00041588;104;107.018;37.3074
0.0144315;-0.00454024;-0.000415158;105;107.98;37.7137
0.0145605;-0.00457049;-0.000437506;106;108.988;37.982
0.0146689;-0.00461799;-0.000419691;107;109.996;38.2345
0.0148107;-0.00466667;-0.000430796;108;111.004;38.635
0.0149071;-0.00470124;-0.000428189;109;112.012;38.8263
0.0150324;-0.0047525;-0.00043132;110;112.974;39.1163
0.0151538;-0.0048012;-0.000420679;111;113.982;39.5444
0.0152703;-0.00481661;-0.000435104;112;114.989;39.8916
0.0153828;-0.00486436;-0.000418861;113;115.997;40.0987
0.0155059;-0.00491964;-0.000439333;114;117.005;40.5504
0.0157393;-0.00499203;-0.00047215;115;118.975;41.1482
0.0158604;-0.00501789;-0.000456722;116;119.983;41.4026
0.0159647;-0.00504401;-0.000478376;117;120.991;41.6532
0.0160312;-0.00508111;-0.000486117;118;121.999;41.8958
0.0161925;-0.00512479;-0.000514832;119;123.007;42.2706
0.0162928;-0.00518276;-0.000466471;120;124.015;42.6198
0.0165137;-0.00525914;-0.000489948;121;125.984;43.1918
0.0166188;-0.00529356;-0.000486823;122;126.992;43.4838
0.000155116;0.000510168;-0.00121066;123;128;0.0167
9.87671e-05;0.00053868;-0.00116275;124;129.008;0.0443
8.10882e-05;0.000484223;-0.00116385;125;130.016;-0.1135
7.28528e-05;0.000496117;-0.00118137;126;130.978;-0.0879
7.54749e-05;0.000516948;-0.0011837;127;131.986;0.0384
7.13243e-05;0.000528412;-0.00119908;128;132.994;0.0581
6.28436e-05;0.000522996;-0.0011749;129;134.002;-0.0524
7.28239e-05;0.000526574;-0.00118242;130;135.01;-0.1194
6.11267e-05;0.000524545;-0.00116168;131;136.017;-0.1392
6.06952e-05;0.000518206;-0.00116895;132;136.98;0.0068
6.97575e-05;0.000534169;-0.00116401;133;137.987;-0.0583
5.96958e-05;0.00054249;-0.00115499;134;138.537;0.0147
