"Average";;;"Analog";;
0.00823953;-0.00233483;-0.000183087;62;61.9847;21.1514
0.00837282;-0.00234516;-0.000159516;63;62.9923;21.4394
0.00851107;-0.00241251;-0.000167139;64;64.0002;21.8379
0.00864187;-0.00247859;-0.000164707;65;65.008;22.2146
0.00876903;-0.00252226;-0.000161881;66;66.0161;22.5697
0.00891041;-0.00253927;-0.000194827;67;67.0239;22.8755
0.00903287;-0.0025704;-0.000208534;68;67.9862;23.1536
0.00917486;-0.00262241;-0.000215098;69;68.994;23.4909
0.00930902;-0.00265459;-0.000220792;70;70.0019;23.8638
0.00941183;-0.00267136;-0.000200315;71;71.0096;24.3076
0.00949274;-0.00275938;-0.000226708;72;72.0175;24.6548
0.00968467;-0.00276511;-0.000190721;73;73.0254;24.9763
0.00981093;-0.00281738;-0.000194204;74;74.0331;25.2347
0.00995106;-0.0028358;-0.000187122;75;74.9954;25.6589
0.0100619;-0.00288029;-0.000230933;76;76.0031;25.9054
0.0101918;-0.00287139;-0.000232188;77;77.0111;26.2763
0.0103152;-0.00295141;-0.000206647;78;78.0187;26.661
0.0104439;-0.00301161;-0.000214596;79;79.027;26.9312
0.0105749;-0.0030124;-0.000238551;80;79.9887;27.2409
0.0106957;-0.00304299;-0.000236593;81;80.9968;27.6295
0.010819;-0.00310312;-0.000233439;82;82.0046;28.0438
0.0109233;-0.00313081;-0.000218431;83;83.0125;28.1523
0.0110676;-0.00316135;-0.000252873;84;84.02;28.6908
0.0112299;-0.00319908;-0.000232444;85;84.9825;28.9907
0.0112994;-0.00324691;-0.000290178;86;85.9901;29.328
0.0114548;-0.00328785;-0.000253664;87;86.9982;29.6831
0.0115564;-0.00332589;-0.000266788;88;88.0063;29.9908
0.0116733;-0.003364;-0.00025661;89;89.0141;30.1525
0.0117942;-0.00340859;-0.000256655;90;90.0217;30.5806
0.0119187;-0.00343396;-0.000281973;91;90.9841;30.9377
0.0120325;-0.00346871;-0.000244341;92;91.9918;31.2691
0.012158;-0.00350497;-0.000288541;93;92.9997;31.6005
0.0122947;-0.00356788;-0.000276508;94;94.0077;31.6932
0.0124146;-0.00359257;-0.000291105;95;95.0155;32.2613
0.0125405;-0.00362535;-0.000298742;96;96.0232;32.431
0.0126637;-0.00364268;-0.000271293;97;97.0311;32.8235
0.0127593;-0.00369339;-0.00030669;98;97.9933;33.1056
0.0129316;-0.00373128;-0.000314369;99;99.0011;33.4962
0.0129983;-0.00376339;-0.000287549;100;100.009;33.7645
0.013119;-0.00382545;-0.000294897;101;101.017;34.1057
0.0132249;-0.00381655;-0.000323511;102;102.025;34.4293
0.013355;-0.0038854;-0.000314757;103;102.987;34.6837
0.0134758;-0.00388611;-0.00030906;104;103.995;35.023
0.0135999;-0.00392485;-0.000332959;105;105.003;35.3604
0.0137207;-0.00397097;-0.000344391;106;106.01;35.6701
0.0138153;-0.00400335;-0.000341262;107;107.018;35.9975
0.0139361;-0.00405654;-0.000345371;108;108.026;36.2579
0.0140171;-0.0041217;-0.000350942;109;108.988;36.5538
0.0141701;-0.00408854;-0.00035515;110;109.996;36.7629
0.0142743;-0.00413262;-0.000334483;111;111.004;37.1279
0.0143817;-0.00420948;-0.00040999;112;112.012;37.4889
0.0144997;-0.00426162;-0.000348721;113;113.02;37.7414
0.0145941;-0.00428987;-0.000352165;114;113.982;38.0353
0.0147266;-0.00429927;-0.000368535;115;114.99;38.3391
0.0148289;-0.00432321;-0.00035084;116;115.998;38.5738
0.0149455;-0.00438087;-0.000378485;117;117.006;38.9013
0.0150534;-0.00440006;-0.000345183;118;118.013;39.1755
0.0151508;-0.00442659;-0.000368586;119;119.021;39.3984
0.0152887;-0.0044531;-0.000381332;120;119.983;39.7416
0.0153703;-0.0044942;-0.000412891;121;120.991;40.0671
0.0154848;-0.00453481;-0.000390907;122;121.999;40.3828
0.000404315;-0.000472712;0.000356135;123;123.007;-0.1076
0.000377196;-0.000508214;0.000353436;124;124.015;0.0088
0.000381201;-0.000505886;0.000357021;125;125.023;-0.0425
0.000352086;-0.000513636;0.000348731;126;125.939;0.0226
