"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;-0.2753
-3.57318e-06;-7.61591e-07;1.78861e-06;1;1.0079;-0.3719
3.84202e-06;3.89748e-06;-1.9583e-05;2;2.016;-0.368
-1.88728e-05;-3.69566e-06;3.08238e-05;3;3.0239;-0.2733
1.5604e-06;2.6562e-06;-7.64674e-06;4;4.0314;-0.3127
-2.27281e-05;9.27093e-06;3.75799e-06;5;4.9937;-0.2555
5.65464e-05;2.38326e-05;6.40501e-06;6;6.0016;-0.1865
0.0002393;-8.27088e-05;2.39339e-06;7;7.0094;0.352
0.000391991;-0.00012223;1.46725e-05;8;8.0173;0.6302
0.000562893;-0.000151891;1.63676e-05;9;9.0254;1.1292
0.000731355;-0.000190796;-2.47463e-08;10;10.0329;1.4429
0.000890013;-0.000243421;3.15033e-06;11;10.9953;1.8907
0.00104922;-0.000278979;-1.05049e-06;12;12.0032;2.3069
0.00120177;-0.000342254;-8.07787e-06;13;13.0108;2.7744
0.00134951;-0.000372961;-1.86604e-05;14;14.0185;3.0466
0.00153138;-0.000417482;3.96838e-06;15;15.0266;3.4944
0.00167164;-0.000449407;-2.3507e-05;16;15.9888;3.9382
0.00179911;-0.0005085;-3.6244e-05;17;16.9966;4.2322
0.00196946;-0.000552074;-2.79278e-06;18;18.0042;4.7352
0.00211394;-0.000556476;-1.68092e-05;19;19.0123;5.1198
0.0022619;-0.000622318;-2.97179e-05;20;20.0198;5.5124
0.0024171;-0.000652494;-4.13181e-05;21;20.982;5.8892
0.00255655;-0.000685844;-3.61535e-06;22;21.9899;6.2166
0.00271825;-0.000736975;-1.92389e-05;23;22.9979;6.7196
0.00286425;-0.000765505;-3.33721e-05;24;24.0059;7.1082
0.00303375;-0.000807124;-3.39242e-05;25;25.0139;7.4337
0.00318352;-0.000864093;-3.17356e-05;26;26.0217;7.8322
0.00331953;-0.000912316;-3.06635e-05;27;26.9839;8.1715
0.0034704;-0.00094998;-4.91215e-05;28;27.9914;8.6252
0.0036262;-0.000982658;-7.25748e-05;29;28.9994;9.0533
0.00377469;-0.00102681;-4.79347e-05;30;30.0075;9.2998
0.00392547;-0.00105881;-4.99257e-05;31;31.0152;9.718
0.00404234;-0.0010999;-3.66056e-05;32;32.0233;10.1323
0.00420337;-0.00112545;-6.81675e-05;33;32.9853;10.4676
0.00436749;-0.0011728;-9.36653e-05;34;33.9931;10.8109
0.00448402;-0.0012339;-7.13215e-05;35;35.0009;11.304
0.00463398;-0.00125117;-6.77649e-05;36;36.0086;11.6196
0.00477241;-0.00130033;-8.78432e-05;37;37.0167;12.0812
0.00491916;-0.00135361;-4.93924e-05;38;38.0246;12.4481
0.005074;-0.00139103;-7.11118e-05;39;38.9868;12.7519
0.00519183;-0.00142402;-9.4674e-05;40;39.9947;13.1701
0.00534629;-0.0014755;-7.85113e-05;41;41.0025;13.5449
0.00548919;-0.00148083;-9.32201e-05;42;42.0103;13.9237
0.00565599;-0.00157569;-0.000130377;43;43.0179;14.2827
0.00577346;-0.0016113;-9.21312e-05;44;44.026;14.5628
0.00587847;-0.00166848;-8.02048e-05;45;44.9878;14.9297
0.00604529;-0.00168617;-0.000105366;46;45.9961;15.4031
0.00619896;-0.00172468;-0.000127656;47;47.0038;15.7464
0.00630501;-0.00174933;-0.000108118;48;48.0116;16.064
0.00645487;-0.00179299;-0.000114637;49;49.0193;16.5118
0.0065986;-0.00185793;-8.47038e-05;50;50.0275;16.8392
0.00674905;-0.00191208;-0.000124634;51;51.0352;17.1963
0.00690552;-0.00192647;-0.00013082;52;51.9974;17.5651
0.00702391;-0.00196387;-0.000129368;53;53.0053;17.9044
0.00716176;-0.00200341;-0.000137585;54;54.0132;18.3226
0.00730341;-0.00205735;-0.000134072;55;55.0209;18.725
0.00743511;-0.00210553;-0.00015471;56;56.0288;18.9756
0.00756088;-0.00213744;-0.000162274;57;56.9912;19.2853
0.00768569;-0.00215279;-0.00012598;58;57.9988;19.6246
0.00783753;-0.00223669;-0.000168425;59;59.0067;20.023
0.00798132;-0.0022379;-0.000145697;60;60.0146;20.461
0.00812166;-0.00227658;-0.000168458;61;61.0224;20.8022
