"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;0.8333
-3.76519e-05;2.48846e-05;1.92633e-05;1;1.0079;0.9024
-3.20861e-05;2.90002e-05;1.20865e-06;2;2.0157;0.9162
-6.10293e-06;2.81914e-05;1.38235e-05;3;3.0236;0.8452
-1.94895e-05;2.81983e-05;-7.95598e-07;4;4.0315;0.9497
4.87234e-05;-4.51227e-05;-8.24307e-06;5;5.0394;0.9379
0.000225425;-0.000157615;-3.73472e-05;6;6.0014;1.0365
0.000415432;-0.000330802;-4.51004e-05;7;7.0093;1.2397
0.000627364;-0.000451691;-5.1189e-05;8;8.0172;1.4646
0.000812564;-0.000567265;-5.84465e-05;9;9.0251;1.6342
0.000990188;-0.000717042;-7.4181e-05;10;10.033;1.7624
0.00118465;-0.00084208;-7.57679e-05;11;11.0408;1.9755
0.00138186;-0.000961724;-8.55399e-05;12;12.0029;2.0761
0.00154117;-0.00110204;-0.000102021;13;13.0108;2.2753
0.00170578;-0.00123128;-0.000116168;14;14.0187;2.4075
0.00191516;-0.00137014;-9.66621e-05;15;15.0266;2.585
0.00209821;-0.0014875;-0.000123213;16;16.0344;2.6442
0.00229108;-0.00163092;-0.000148108;17;17.0423;2.8434
0.00246255;-0.0017604;-0.000150928;18;18.0043;2.9539
0.00262816;-0.00190493;-0.000163276;19;19.0122;3.0466
0.00281853;-0.00201096;-0.000160774;20;20.0201;3.1808
0.00301362;-0.00214606;-0.000161206;21;21.0279;3.4175
0.00321966;-0.00228124;-0.000200772;22;22.0358;3.4885
0.00339103;-0.00244739;-0.000202778;23;23.0437;3.6522
0.00354994;-0.00255277;-0.000209449;24;24.0058;3.7272
0.00373521;-0.00268672;-0.000215466;25;25.0136;3.883
0.00391212;-0.00282053;-0.000214048;26;26.0215;3.9836
0.00408708;-0.00294044;-0.000229467;27;27.0294;4.1178
0.00428751;-0.00307812;-0.00023869;28;28.0373;4.2618
0.00446021;-0.00321394;-0.000267511;29;29.0451;4.3328
0.00463942;-0.00333966;-0.00027052;30;30.0073;4.4413
0.00482369;-0.0034609;-0.000309501;31;31.0151;4.5813
0.00500497;-0.00359288;-0.000298946;32;32.023;4.6089
0.00517604;-0.00372198;-0.000319994;33;33.0309;4.8062
0.00536728;-0.00385558;-0.000316447;34;34.0387;4.8831
0.00557102;-0.00399937;-0.000310232;35;35.0467;5.039
0.00588569;-0.00428492;-0.000353719;36;37.0165;5.2461
0.0060896;-0.00441482;-0.000341908;37;38.0244;5.3408
0.00643978;-0.00471769;-0.000376595;38;40.0402;5.5499
0.00660983;-0.00485945;-0.00038723;39;41.0023;5.6229
0.00679169;-0.00498575;-0.000384759;40;42.0101;5.6643
0.00697096;-0.00515144;-0.000413385;41;43.018;5.8063
0.00715345;-0.00529251;-0.000423136;42;44.0258;5.7649
0.00734203;-0.00543756;-0.000421851;43;45.0337;5.9779
0.00751353;-0.00551835;-0.000455923;44;46.0416;5.9937
0.00769598;-0.00566193;-0.000459163;45;47.0037;6.0292
0.00787592;-0.00579406;-0.000474549;46;48.0115;6.187
