"Average";;;"Analog";;
0.0175537;-0.0138072;-0.00135652;102;103.994;8.6686
0.0177591;-0.013964;-0.0013861;103;105.002;8.6962
0.0179546;-0.0141283;-0.00139037;104;106.01;8.7258
0.0181575;-0.0142869;-0.00140255;105;107.018;8.8047
0.0183504;-0.0144595;-0.00142107;106;108.026;8.7455
0.0185397;-0.0146078;-0.00145326;107;108.988;8.7929
0.0187256;-0.01476;-0.00150613;108;109.996;8.7357
0.0189241;-0.0149477;-0.00151282;109;111.004;8.8461
0.0190417;-0.0150955;-0.00157165;110;112.012;8.7791
0.0192362;-0.0152576;-0.00160358;111;113.02;8.7968
0.019424;-0.0154034;-0.0016069;112;113.982;8.9033
0.0196299;-0.0155693;-0.00160961;113;114.99;9.0809
0.019815;-0.01572;-0.00164034;114;115.997;9.0533
0.0199942;-0.015891;-0.001668;115;117.005;9.075
0.0201596;-0.0160551;-0.00165933;116;118.013;8.9862
0.0203497;-0.0161993;-0.00165126;117;119.021;9.1006
0.0205366;-0.0163426;-0.00167201;118;119.983;9.069
0.0207362;-0.0165243;-0.00170747;119;120.991;9.0789
0.0209373;-0.0166971;-0.00173961;120;121.999;9.0986
0.021121;-0.0168572;-0.00174146;121;123.007;9.1854
0.0213388;-0.017026;-0.00176844;122;124.015;9.2288
0.0215299;-0.0171914;-0.00178953;123;125.022;9.288
0.0217492;-0.0173448;-0.00179995;124;125.984;9.2367
0.0219588;-0.0175106;-0.00181965;125;126.993;9.1834
0.0223201;-0.0178569;-0.00182114;126;129.008;9.4044
0.0225187;-0.0180262;-0.00182885;127;130.016;9.3136
0.0226559;-0.0182114;-0.00179238;128;131.024;9.3255
0.0228468;-0.0183687;-0.00182808;129;131.986;9.4458
0.0230576;-0.0185273;-0.0018187;130;132.994;9.4931
0.0232345;-0.0186808;-0.00185026;131;134.002;9.4931
0.0234431;-0.0188657;-0.00183369;132;135.01;9.4044
0.0236145;-0.0190064;-0.00188089;133;136.017;9.5148
0.0238203;-0.0191827;-0.00188638;134;137.025;9.4557
0.024021;-0.0193524;-0.00192091;135;137.987;9.4793
0.0242043;-0.0195006;-0.00194731;136;138.995;9.5602
0.0244065;-0.0196765;-0.00195223;137;140.003;9.5799
0.0245959;-0.0198237;-0.00196918;138;141.011;9.5681
0.0248096;-0.019994;-0.00199687;139;142.019;9.5444
0.0249809;-0.0201423;-0.00200252;140;142.981;9.6135
0.0251895;-0.0203013;-0.00202561;141;143.989;9.6332
0.0253784;-0.0204743;-0.00204757;142;144.997;9.7259
0.0255434;-0.0206356;-0.00201265;143;146.005;9.7338
0.0257389;-0.0208185;-0.00202478;144;147.012;9.7417
0.0259272;-0.0209699;-0.0020513;145;148.02;9.6746
0.0261337;-0.0211445;-0.0020558;146;148.982;9.793
0.0263219;-0.0213029;-0.00207093;147;149.99;9.6963
0.0265219;-0.0214623;-0.00211533;148;150.998;9.8482
0.0267169;-0.0216326;-0.00211829;149;152.006;9.8265
0.026911;-0.0217928;-0.00213684;150;153.014;9.8916
0.0271176;-0.0219648;-0.00215523;151;154.022;9.8916
0.0274876;-0.0223187;-0.00217718;152;155.992;9.9015
0.0279077;-0.0227213;-0.00216674;153;158.007;9.9607
0.0281145;-0.02289;-0.00219825;154;159.015;9.9153
0.0283036;-0.0230577;-0.00220726;155;160.023;9.9173
0.02849;-0.0232277;-0.00222704;156;160.985;10.0672
0.0287043;-0.0233599;-0.00223203;157;161.993;10.0396
0.028892;-0.0235554;-0.00225108;158;163.001;10.0317
0.0291063;-0.0237243;-0.00228256;159;164.009;10.006
0.0292979;-0.0238716;-0.00231541;160;165.017;10.0731
0.0294919;-0.0240377;-0.00235713;161;166.025;10.0119
0.0297035;-0.024194;-0.00234994;162;166.987;10.1421
0.0299074;-0.0243573;-0.00235181;163;167.995;10.1126
0.0301031;-0.0245349;-0.00236747;164;169.002;10.0514
0.0302972;-0.0246802;-0.00240192;165;170.01;10.1402
0.0304931;-0.0248592;-0.00239563;166;171.018;10.1323
0.0307299;-0.0250289;-0.00244586;167;172.026;10.1086
0.0309059;-0.0251709;-0.00247755;168;172.988;10.079
0.0311374;-0.0253571;-0.0024624;169;173.996;10.1954
0.0313439;-0.025521;-0.00246228;170;175.004;10.0573
0.0315499;-0.0256954;-0.00249447;171;176.012;10.1993
0.0317461;-0.0258654;-0.00252002;172;177.02;10.1599
0.0319398;-0.0260313;-0.00251912;173;177.982;10.3
0.0321572;-0.0261842;-0.00253809;174;178.99;10.1816
0.0323654;-0.026372;-0.0025428;175;179.997;10.3335
0.0325614;-0.0265339;-0.00257724;176;181.005;10.2013
0.0327693;-0.0267039;-0.00259173;177;182.013;10.2033
0.0329527;-0.0268717;-0.00262189;178;183.021;10.3394
0.0332142;-0.027045;-0.00259345;179;183.983;10.298
0.0334314;-0.0272125;-0.00260224;180;184.991;10.3789
0.0336203;-0.0273856;-0.00261733;181;185.999;10.4124
0.0338222;-0.0275267;-0.00263464;182;187.007;10.371
0.0340347;-0.0277125;-0.00265309;183;188.015;10.3946
0.0342421;-0.0278899;-0.00264544;184;189.023;10.444
0.0344238;-0.0280346;-0.00270749;185;189.985;10.2861
0.0346254;-0.0281957;-0.00268991;186;190.992;10.4854
0.03497;-0.0285831;-0.00268522;187;193.008;10.3966
0.0351806;-0.0287563;-0.00272991;188;194.016;10.5031
0.0353941;-0.0289327;-0.00274155;189;195.024;10.4992
0.0355839;-0.0290779;-0.00275605;190;195.986;10.5446
0.0357843;-0.0292501;-0.00277914;191;196.994;10.4952
0.0359936;-0.0294283;-0.00278808;192;198.002;10.5229
0.0361971;-0.0295982;-0.00281299;193;199.01;10.5031
0.036392;-0.0297642;-0.00283543;194;200.018;10.5209
0.036603;-0.0299327;-0.00283182;195;201.026;10.5998
0.0367914;-0.0300984;-0.00286955;196;201.988;10.511
0.0369949;-0.030264;-0.00289537;197;202.995;10.4972
0.0371932;-0.0304147;-0.00290284;198;204.003;10.513
0.0374003;-0.0305913;-0.00293631;199;205.011;10.5781
0.0375902;-0.0307725;-0.0029601;200;206.019;10.6708
0.0377938;-0.0309068;-0.00298293;201;206.981;10.659
0.0379917;-0.0310748;-0.0030148;202;207.989;10.6945
0.0381993;-0.0312431;-0.00303369;203;208.997;10.5722
0.0384222;-0.0314158;-0.00306774;204;210.005;10.5939
0.0388073;-0.0318028;-0.00309603;205;212.02;10.6471
0.0390427;-0.0319675;-0.00311691;206;212.982;10.7241
0.0391948;-0.0321468;-0.00308889;207;213.99;10.6097
0.0394002;-0.0323064;-0.00314734;208;214.998;10.7832
0.0396123;-0.032479;-0.00314866;209;216.006;10.6669
0.0398248;-0.0326401;-0.00315521;210;217.014;10.6866
0.0400053;-0.0328132;-0.00317735;211;218.022;10.8227
0.0402138;-0.0329474;-0.00319047;212;218.984;10.7793
0.040403;-0.0330975;-0.00320151;213;219.992;10.8602
0.0406119;-0.0332879;-0.00324028;214;221;10.7556
0.040823;-0.0334482;-0.00322943;215;222.008;10.7221
0.0410192;-0.0336118;-0.00323907;216;223.016;10.9509
0.0413997;-0.0339948;-0.00328073;217;224.985;10.803
0.0416042;-0.0341662;-0.00330803;218;225.993;10.7813
0.0418219;-0.0343385;-0.00332435;219;227.001;10.943
0.0420281;-0.0345108;-0.00335714;220;228.009;10.8661
0.0422371;-0.0346605;-0.00336598;221;229.017;10.8266
0.0424311;-0.0348294;-0.00340011;222;230.025;10.9785
0.0426282;-0.0349885;-0.00341466;223;230.987;10.9489
0.0428306;-0.0351459;-0.00343991;224;231.995;10.9884
0.0430265;-0.0353111;-0.0034375;225;233.003;11.0081
0.0432182;-0.0354646;-0.00346881;226;234.01;10.8937
0.043429;-0.0356284;-0.00348;227;235.018;10.9509
0.0436376;-0.0357899;-0.00351883;228;236.026;10.9864
0.0438257;-0.0359501;-0.00352176;229;236.988;11.0555
0.044024;-0.0361104;-0.00353728;230;237.996;10.9272
0.0442167;-0.0362685;-0.00356128;231;239.004;10.9608
0.0444413;-0.0364269;-0.00358369;232;240.012;11.0752
0.0446491;-0.0366095;-0.00358719;233;241.02;11.0101
0.0448305;-0.0367534;-0.00362697;234;241.982;10.9845
0.0450304;-0.0369186;-0.00363163;235;242.99;11.1146
0.0452357;-0.037082;-0.0036658;236;243.998;11.02
0.0454396;-0.0372347;-0.00366444;237;245.005;11.158
0.0456045;-0.0373917;-0.00369085;238;246.013;11.1225
0.0458171;-0.0375567;-0.00370609;239;247.021;11.1265
0.0462909;-0.0381291;-0.00367172;240;249.999;11.091
0.0464884;-0.0382844;-0.00369766;241;251.007;11.2014
0.0466821;-0.0384586;-0.00370268;242;252.015;11.2271
0.0468895;-0.0386113;-0.00373452;243;253.023;11.1245
0.0470955;-0.0387642;-0.0037682;244;253.985;11.2212
0.0472947;-0.0389315;-0.00375812;245;254.993;11.1403
0.0474736;-0.0390874;-0.00379802;246;256;11.3198
0.0476908;-0.0392496;-0.00379911;247;257.009;11.2014
0.0478788;-0.0394064;-0.0038499;248;258.016;11.2843
0.048093;-0.0395664;-0.00387647;249;259.024;11.2902
0.0482808;-0.0397125;-0.0038723;250;259.986;11.3395
0.0484844;-0.0398811;-0.00389605;251;260.994;11.3652
0.0486794;-0.0400289;-0.00391434;252;262.002;11.3514
0.0488872;-0.0402066;-0.00394421;253;263.01;11.3474
0.0490907;-0.0403748;-0.00396138;254;264.018;11.3316
0.0492807;-0.0405187;-0.00397965;255;265.026;11.3514
0.0494597;-0.0406756;-0.00401772;256;265.988;11.2409
0.0496625;-0.0408294;-0.00402256;257;266.996;11.375
0.0498459;-0.04098;-0.00406455;258;268.003;11.2942
0.0500387;-0.0411412;-0.00407217;259;269.011;11.3888
0.050234;-0.04128;-0.00411032;260;270.019;11.4796
0.0504296;-0.0414393;-0.00411082;261;270.981;11.3632
0.0506157;-0.0415896;-0.00414682;262;271.989;11.4677
0.0508119;-0.0417414;-0.00417406;263;272.997;11.3928
0.0510134;-0.0419136;-0.00421845;264;274.005;11.4263
0.0512217;-0.0420634;-0.00425097;265;275.013;11.5368
0.0514354;-0.0422206;-0.00424558;266;276.021;11.5033
0.0515943;-0.0423568;-0.00430291;267;276.983;11.4658
0.0518162;-0.0425461;-0.00434067;268;277.991;11.5605
0.0520295;-0.042709;-0.00435621;269;278.998;11.5427
0.0522288;-0.0428632;-0.00437354;270;280.006;11.4855
0.0524228;-0.0430073;-0.00442564;271;281.014;11.5605
0.0526375;-0.0431664;-0.00441317;272;282.022;11.45
0.052835;-0.0433022;-0.00443009;273;282.984;11.6413
0.0530273;-0.0434677;-0.00447694;274;283.992;11.4816
0.0532119;-0.0435978;-0.00452221;275;285;11.665
0.0534094;-0.0437769;-0.00452989;276;286.008;11.6453
0.0536196;-0.0439329;-0.00453114;277;287.016;11.6571
0.0538277;-0.0440823;-0.00456098;278;288.023;11.6473
0.0539553;-0.0442392;-0.004619;279;288.986;11.6433
0.0541727;-0.0443583;-0.00460443;280;289.993;11.6571
0.0543856;-0.0445046;-0.00464105;281;291.001;11.7222
0.0546001;-0.0446728;-0.00469717;282;292.009;11.6828
0.054811;-0.0448065;-0.00468483;283;293.017;11.6374
0.0549867;-0.0449828;-0.00472926;284;294.025;11.7617
0.055165;-0.0451172;-0.00476651;285;294.987;11.7084
0.0553679;-0.0452721;-0.00477913;286;295.995;11.738
0.055574;-0.0454337;-0.0048187;287;297.003;11.6512
0.055764;-0.0455822;-0.004836;288;298.011;11.7991
0.0559519;-0.0457196;-0.00489055;289;299.018;11.7774
0.0561564;-0.0458826;-0.00491451;290;300.026;11.8189
0.056347;-0.0460226;-0.00494235;291;300.988;11.7814
0.0565511;-0.0461677;-0.00495061;292;301.996;11.7774
0.0567463;-0.0463194;-0.00498272;293;303.004;11.8327
0.0569459;-0.0464589;-0.0050093;294;304.012;11.8761
0.0571416;-0.0466097;-0.00503627;295;305.02;11.809
0.0575788;-0.0469941;-0.00501124;296;306.99;11.7814
0.0577957;-0.0471449;-0.0050487;297;307.998;11.9136
0.0578775;-0.0472793;-0.0050034;298;309.006;11.9333
0.0586333;-0.0480511;-0.00507118;299;312.991;11.9136
0.0588215;-0.0481793;-0.00509004;300;313.999;11.8978
0.0590294;-0.0483413;-0.00510169;301;315.007;11.8327
0.059214;-0.0484895;-0.00511503;302;316.015;11.9944
0.0593903;-0.0486327;-0.00517065;303;317.023;11.9708
0.0595935;-0.0487804;-0.0051897;304;317.985;11.953
0.059795;-0.0489295;-0.00519705;305;318.993;11.8761
0.0599934;-0.0490844;-0.00522791;306;320.001;12.0181
0.0601747;-0.0492177;-0.0052683;307;321.008;12.0004
0.0603558;-0.0493757;-0.00527371;308;322.016;11.9392
0.060564;-0.0495253;-0.00531015;309;323.024;11.9609
0.0607396;-0.049661;-0.00531178;310;323.986;12.1088
0.0609294;-0.0498113;-0.00533679;311;324.994;12.0359
0.061225;-0.0499482;-0.00535968;312;326.002;12.0654
0.0614188;-0.0501289;-0.00536467;313;327.01;12.0122
0.0616267;-0.0502691;-0.00538287;314;328.018;12.0812
0.061818;-0.0504177;-0.00542111;315;329.026;12.028
0.0620273;-0.0505587;-0.00542349;316;329.988;12.17
0.0622142;-0.0507112;-0.00545691;317;330.996;12.1325
0.0624122;-0.0508519;-0.00547651;318;332.004;12.1404
0.062591;-0.0510031;-0.00552267;319;333.011;12.1562
0.0627998;-0.0511322;-0.00552119;320;334.019;12.095
0.0629897;-0.0512867;-0.00554915;321;334.981;12.1444
0.0631792;-0.0514319;-0.00557301;322;335.989;12.1661
0.0633682;-0.0515828;-0.00560693;323;336.997;12.1305
0.0635772;-0.0517326;-0.00559853;324;338.005;12.2114
0.0637599;-0.0518681;-0.00564764;325;339.013;11.594
0.0639725;-0.0520381;-0.00565116;326;340.021;12.1266
0.0641497;-0.0521818;-0.0056846;327;340.983;12.1404
0.0643576;-0.0523256;-0.00569248;328;341.991;12.3101
0.064548;-0.0524815;-0.00574466;329;342.999;12.239
0.0647505;-0.0526231;-0.00572493;330;344.007;12.2627
0.0649422;-0.052773;-0.00577593;331;345.014;12.1582
0.0651448;-0.052915;-0.00580953;332;346.022;12.1641
0.0653262;-0.0530456;-0.00581986;333;346.984;12.2272
0.0655308;-0.0531853;-0.00582514;334;347.992;12.3377
0.0657497;-0.0533526;-0.00583696;335;349;12.3002
0.0659279;-0.0534908;-0.00589928;336;350.008;12.2765
0.066133;-0.0536295;-0.00592114;337;351.016;12.3239
0.06632;-0.0537626;-0.00590845;338;352.023;12.389
0.0665049;-0.0539301;-0.00596283;339;352.986;12.2588
0.0667046;-0.0540576;-0.00599128;340;353.993;12.2943
0.0669045;-0.0541993;-0.00598312;341;355.001;12.2864
0.0671115;-0.0543531;-0.00602225;342;356.009;12.385
0.0673153;-0.0545156;-0.0060385;343;357.017;12.383
0.0675062;-0.0546539;-0.00606317;344;358.025;12.4541
0.0677088;-0.0547873;-0.00607669;345;358.987;12.383
0.0679043;-0.0549399;-0.0061206;346;359.995;12.4402
0.0681131;-0.0550911;-0.00613406;347;361.003;12.4876
0.0683205;-0.0552329;-0.00618003;348;362.011;12.3909
0.0684995;-0.0553756;-0.00620906;349;363.019;12.3475
0.068706;-0.0555369;-0.00624133;350;364.026;12.4422
0.0689183;-0.0556541;-0.00624433;351;364.988;12.4284
0.0691034;-0.055806;-0.00627338;352;365.996;12.4718
0.0692915;-0.0559571;-0.00628898;353;367.004;12.4955
0.0694655;-0.0560869;-0.00632406;354;368.012;12.5586
0.0696695;-0.0562403;-0.00634421;355;369.02;12.5034
0.0698102;-0.056411;-0.00638125;356;369.982;12.4619
0.070031;-0.0565237;-0.00645149;357;370.99;12.4619
0.0702516;-0.0566896;-0.00644681;358;371.998;12.4718
0.0704414;-0.0568277;-0.00650165;359;373.006;12.4619
0.0708642;-0.0572578;-0.0064999;360;375.021;12.6099
0.0710426;-0.0573784;-0.0064909;361;375.983;12.6
0.071253;-0.0575368;-0.00652321;362;376.991;12.5882
0.071446;-0.0576745;-0.00652611;363;377.999;12.6513
0.0716577;-0.0578197;-0.00655313;364;379.007;12.6789
0.0718479;-0.0579707;-0.00659691;365;380.015;12.5744
0.072046;-0.0581259;-0.006601;366;381.023;12.5566
0.0722513;-0.058261;-0.00662762;367;381.985;12.5626
0.0724369;-0.0583993;-0.00664526;368;382.993;12.673
0.0726446;-0.0585433;-0.00665961;369;384.001;12.5803
0.0728255;-0.0586947;-0.00670569;370;385.009;12.7006
0.0730212;-0.0588418;-0.00671235;371;386.017;12.5902
0.0732289;-0.0589921;-0.00673186;372;387.024;12.6987
0.0734085;-0.0591294;-0.00676153;373;387.986;12.6257
0.0736005;-0.0592774;-0.0067931;374;388.994;12.7204
0.0738072;-0.059426;-0.0068072;375;390.002;12.6415
0.0740149;-0.059581;-0.00683054;376;391.01;12.6592
0.0742199;-0.059747;-0.0068353;377;392.018;12.7085
0.074419;-0.0598768;-0.00685426;378;393.026;12.7578
0.0746059;-0.0600165;-0.00689851;379;393.988;12.7243
0.0749437;-0.0604079;-0.00703411;380;396.004;12.6888
0.0751376;-0.0605549;-0.00705282;381;397.012;12.8091
0.0753434;-0.0606805;-0.00704143;382;398.019;12.8348
0.0755414;-0.0608248;-0.00706265;383;398.981;12.7716
0.0757376;-0.0609734;-0.00710039;384;399.989;12.7953
0.0759517;-0.0611508;-0.00721278;385;400.997;12.8446
0.0761487;-0.0612885;-0.00723857;386;402.005;12.8545
0.0763504;-0.0614531;-0.00725801;387;403.013;12.8663
0.0765524;-0.0615954;-0.00725451;388;404.021;12.8012
0.0767526;-0.0617338;-0.00728915;389;404.983;12.7736
0.0769448;-0.0618794;-0.00730353;390;405.991;12.9097
0.0771422;-0.0620243;-0.0073098;391;406.999;12.9354
0.0773467;-0.0621817;-0.00733564;392;408.007;12.9255
0.0775489;-0.0623241;-0.0073414;393;409.014;12.9354
0.0777517;-0.0624771;-0.00738649;394;410.022;13.0103
0.0779307;-0.0626106;-0.00739213;395;410.984;12.8841
0.0783003;-0.0629843;-0.00743753;396;413;12.8703
0.0785151;-0.0631417;-0.00746985;397;414.008;13.0182
0.0787128;-0.0632881;-0.00748545;398;415.016;12.9689
0.0788999;-0.0634367;-0.00751767;399;416.024;12.9847
0.0790848;-0.0635597;-0.00753852;400;416.986;12.9157
0.079282;-0.0637054;-0.0074949;401;417.994;12.9058
0.0794691;-0.0638625;-0.00753363;402;419.001;13.0853
0.0796683;-0.0639953;-0.00753987;403;420.009;13.0301
0.0799607;-0.0641565;-0.00751218;404;421.017;12.9768
0.0801537;-0.0642941;-0.00753571;405;422.025;13.0399
0.0803311;-0.0644348;-0.00756823;406;422.987;13.0675
0.0805279;-0.0645903;-0.00756779;407;423.995;12.9689
0.080739;-0.0647235;-0.0075807;408;425.003;13.0853
0.0809345;-0.064879;-0.00760834;409;426.011;13.0202
0.08113;-0.0650311;-0.00763099;410;427.019;13.0952
0.0813116;-0.0651638;-0.00766602;411;428.027;13.038
0.0815025;-0.0652872;-0.00768613;412;428.989;13.1721
0.0817168;-0.0654503;-0.00770943;413;429.996;13.1169
0.0819008;-0.0655924;-0.00773647;414;431.004;13.0932
0.0820969;-0.06572;-0.00777404;415;432.012;13.0518
0.0823038;-0.0658778;-0.00781762;416;433.02;13.1859
0.0824771;-0.0660242;-0.00783164;417;433.982;13.2194
0.0826846;-0.0661605;-0.0078605;418;434.99;13.2076
0.0828861;-0.0662764;-0.00789885;419;435.998;13.2017
0.0830814;-0.0664251;-0.00791894;420;437.006;13.1898
0.0832748;-0.0665641;-0.00792355;421;438.014;13.1247
0.0834635;-0.0667122;-0.00795833;422;439.022;13.1031
0.0836539;-0.0668277;-0.00799548;423;439.984;13.2293
0.0838545;-0.0669692;-0.00800996;424;440.992;13.2569
0.0840528;-0.0671256;-0.00802242;425;441.999;13.182
0.0842254;-0.0673046;-0.0080593;426;443.007;13.2964
0.0844242;-0.0674359;-0.00805173;427;444.015;13.2115
0.0846232;-0.0675751;-0.00808673;428;445.023;13.178
0.0848118;-0.0676982;-0.00810375;429;445.985;13.3141
0.0850211;-0.067852;-0.00810002;430;446.993;13.2194
0.0852019;-0.0679849;-0.00812831;431;448.001;13.2885
0.0854011;-0.0681331;-0.00815123;432;449.009;13.3062
0.0856093;-0.0682638;-0.00818521;433;450.017;13.2175
0.0858061;-0.0684022;-0.0081998;434;451.025;13.3615
0.0859928;-0.0685326;-0.00824011;435;451.987;13.3733
0.0861926;-0.0686612;-0.00826303;436;452.994;13.3595
0.0863662;-0.0687904;-0.00829604;437;454.002;13.3615
0.0865818;-0.068949;-0.00830378;438;455.01;13.3674
0.0867849;-0.0690823;-0.0083232;439;456.018;13.4206
0.0869737;-0.0692131;-0.00836305;440;457.026;13.3398
0.0871601;-0.0693403;-0.00839736;441;457.988;13.4246
0.087327;-0.0694851;-0.0083962;442;458.996;13.4463
0.087547;-0.0696174;-0.00844711;443;460.004;13.3772
0.0877737;-0.0697518;-0.00843808;444;461.012;13.4778
0.0879478;-0.0698925;-0.0084939;445;462.02;13.3161
0.0881136;-0.0700049;-0.00850707;446;462.982;13.4206
0.0883126;-0.0701644;-0.00854242;447;463.99;13.5035
0.0885098;-0.0702991;-0.00858045;448;464.997;13.4838
