"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;0.0423
7.6907e-06;-4.33917e-06;-2.15108e-05;1;1.0079;0.0916
1.6755e-05;-9.01878e-06;-9.69046e-06;2;3.0237;0.0936
1.08156e-06;-1.23534e-05;-1.43547e-05;3;4.0315;0.1508
-1.8162e-05;-4.27494e-06;-6.15228e-06;4;5.0394;0.1173
0.000225744;-0.000144042;-3.62312e-05;5;6.0473;0.4151
0.000432211;-0.000297655;-4.2356e-05;6;7.0093;0.5532
0.000622618;-0.000428262;-3.13529e-05;7;8.0172;0.7347
0.000815155;-0.000559405;-5.20756e-05;8;9.025;0.9201
0.00101845;-0.000714116;-5.68116e-05;9;10.0329;1.0839
0.0012393;-0.000851235;-3.4943e-05;10;11.0409;1.1766
0.00143996;-0.00100191;-8.24622e-05;11;12.0487;1.36
0.00162898;-0.00110236;-9.50543e-05;12;13.0108;1.5514
0.00181301;-0.00123485;-8.64127e-05;13;14.0187;1.7388
0.00201775;-0.00138933;-0.000107949;14;15.0265;1.794
0.00220424;-0.00153368;-0.00011219;15;16.0345;2.0603
0.00239999;-0.00165436;-0.000107728;16;17.0423;2.2319
0.00258433;-0.00179711;-0.000127268;17;18.0502;2.3779
0.00277353;-0.00191613;-0.000133285;18;19.0122;2.374
0.00296262;-0.00206186;-0.000157323;19;20.0201;2.5673
0.00315555;-0.00220557;-0.00015203;20;21.0281;2.8257
0.00333452;-0.00235306;-0.000174105;21;22.0359;2.946
0.00353154;-0.00249528;-0.000160748;22;23.0437;2.9934
0.00371362;-0.00268474;-0.000144435;23;24.0516;3.2182
0.0039024;-0.00274141;-0.000166264;24;25.0136;3.2715
0.00409825;-0.00288019;-0.000210718;25;26.0217;3.5043
0.00429357;-0.00302672;-0.000219301;26;27.0296;3.6009
0.00446292;-0.00321177;-0.000255954;27;28.0373;3.6463
0.00466395;-0.00332153;-0.000235772;28;29.0453;3.8672
0.00484642;-0.00344459;-0.000244723;29;30.0073;3.9816
0.0050362;-0.00357573;-0.000253064;30;31.0151;4.1414
0.00522074;-0.00373349;-0.00026716;31;32.023;4.2026
0.00541326;-0.00387642;-0.000272777;32;33.0308;4.2401
