"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;-0.1569
1.06892e-05;4.66161e-05;5.17414e-06;1;1.0078;-0.0543
-2.58797e-06;-9.43434e-06;2.56346e-06;2;2.0158;-0.0188
1.86634e-06;5.1758e-05;2.34889e-06;3;2.9778;-0.08
6.35963e-06;3.05173e-05;6.22834e-06;4;3.9857;-0.0208
0.000157344;-1.14885e-05;-2.19564e-05;5;4.9936;-0.0247
0.00035219;-0.000152986;-1.91667e-05;6;6.0014;0.2613
0.000559402;-0.000306759;-5.32891e-06;7;7.0093;0.4151
0.000751042;-0.000426135;-2.41654e-05;8;8.0172;0.5217
0.000956194;-0.000545619;-3.93534e-05;9;8.9792;0.7387
0.00114447;-0.000702257;-3.33294e-05;10;9.9871;0.93
0.00136009;-0.000819341;-3.98172e-05;11;10.9951;1.0661
0.00154371;-0.00095015;-5.29369e-05;12;12.0031;1.2358
0.00172998;-0.00108756;-7.51277e-05;13;13.0108;1.3936
0.00192733;-0.00120926;-6.14741e-05;14;14.0186;1.5257
0.00208281;-0.00132712;-6.77419e-05;15;14.9807;1.6796
0.00228449;-0.00149471;-7.84316e-05;16;15.9886;1.8039
0.0024804;-0.00157882;-0.00012409;17;16.9965;2.0524
0.00265402;-0.00170555;-0.00011538;18;18.0044;2.1175
0.00284447;-0.00184289;-8.96072e-05;19;19.0122;2.2911
0.0030221;-0.00201369;-0.000128359;20;20.0201;2.3621
0.00320841;-0.00208526;-0.000138249;21;20.9822;2.5831
0.00339347;-0.00223941;-0.000120353;22;21.99;2.7251
0.00359348;-0.00236056;-0.000123909;23;22.9979;2.802
0.00374707;-0.00254095;-0.000115413;24;24.0057;3.0466
0.00393418;-0.00261717;-0.000130109;25;25.0137;3.1038
0.00412363;-0.00276473;-0.000158211;26;25.9757;3.2459
0.00428644;-0.00287008;-0.000147336;27;26.9836;3.4096
0.004481;-0.00300737;-0.000168832;28;27.9915;3.5299
0.00466329;-0.00313371;-0.000179481;29;28.9993;3.6226
0.0048444;-0.0032951;-0.000168012;30;30.0072;3.741
0.00503221;-0.00338512;-0.000192684;31;31.0151;3.8376
0.00521496;-0.00349896;-0.000185699;32;31.9772;4.0605
0.00538774;-0.00363043;-0.000198377;33;32.985;4.1335
0.0055632;-0.00375896;-0.000201823;34;33.9929;4.2065
0.00592011;-0.00402121;-0.000209321;35;36.0086;4.4827
0.00612839;-0.00418748;-0.000220111;36;37.0165;4.6208
0.00630722;-0.00431603;-0.000231028;37;37.9786;4.5715
0.00648382;-0.00443249;-0.000221669;38;38.9865;4.6819
0.00666511;-0.00456553;-0.000248932;39;39.9943;4.8851
0.00685701;-0.00468909;-0.000263021;40;41.0022;4.9364
0.00702955;-0.00482223;-0.000266944;41;42.01;5.0784
0.0072273;-0.00495249;-0.000281997;42;43.0179;5.2244
0.00740439;-0.00510176;-0.000266925;43;43.98;5.2224
0.00757998;-0.00521828;-0.000271488;44;44.9879;5.2816
0.00791341;-0.00550042;-0.000304366;45;47.0036;5.4572
0.00810322;-0.00562668;-0.000279465;46;48.0116;5.6781
0.00826244;-0.00573839;-0.000259171;47;49.0194;5.688
0.00845495;-0.00589239;-0.000303358;48;49.9814;5.8517
0.00863483;-0.00602644;-0.000308267;49;50.9894;5.8576
0.00899676;-0.00632529;-0.000277249;50;53.0051;6.0194
0.00919042;-0.00645423;-0.000292683;51;54.0129;6.1693
0.00934165;-0.00657209;-0.000295626;52;54.9751;6.2225
0.00954499;-0.00670264;-0.000298618;53;55.9829;6.2521
0.00973408;-0.00685116;-0.0002881;54;56.9908;6.3488
0.00992375;-0.00698273;-0.00029395;55;57.9987;6.4277
0.0101022;-0.0071274;-0.000309156;56;59.0065;6.5539
0.0102814;-0.00726387;-0.000297443;57;60.0145;6.5973
0.0104639;-0.0073524;-0.00030576;58;60.9765;6.7039
0.0106562;-0.00751596;-0.000297154;59;61.9844;6.7019
0.0108445;-0.00763177;-0.000331541;60;62.9924;6.763
0.0111828;-0.00794895;-0.000314669;61;65.008;6.8636
0.0113827;-0.00810095;-0.00031577;62;66.0159;6.9051
0.0115698;-0.00823139;-0.00028675;63;66.9779;6.9998
0.0117697;-0.00834811;-0.00029928;64;67.9858;7.0175
0.0119322;-0.00847849;-0.000302307;65;68.9937;7.0688
0.0122972;-0.00880532;-0.000299647;66;71.0095;7.2167
0.0126391;-0.00910267;-0.000311506;67;72.9794;7.3114
0.012847;-0.00923478;-0.000289682;68;73.9873;7.4101
0.0130231;-0.00938856;-0.000294271;69;74.9952;7.4712
0.0132156;-0.00952949;-0.0003009;70;76.003;7.4929
0.0134022;-0.00965165;-0.00031361;71;77.0109;7.6231
0.0136011;-0.00980209;-0.000308914;72;78.0188;7.6034
0.0138062;-0.0099333;-0.000303141;73;78.9807;7.7217
0.0139658;-0.0100713;-0.000337689;74;79.9887;7.7888
0.0141708;-0.0101951;-0.000342697;75;80.9966;7.8164
0.0143489;-0.0103535;-0.000334871;76;82.0045;7.8204
0.0145351;-0.0104872;-0.000317632;77;83.0123;7.8302
0.0147252;-0.0106245;-0.000324602;78;84.0202;7.9427
0.0149089;-0.010758;-0.00033669;79;84.9823;7.9604
0.0150987;-0.0108764;-0.000344992;80;85.9902;7.9328
0.0152877;-0.0110246;-0.000303903;81;86.998;8.0965
0.0154854;-0.0111889;-0.000318203;82;88.0059;8.0847
0.0156661;-0.0113042;-0.00033605;83;89.0138;8.136
0.0158619;-0.0114419;-0.000346636;84;89.9758;8.0768
0.0160572;-0.0115732;-0.000339756;85;90.9837;8.2267
0.0162451;-0.0117242;-0.000351159;86;91.9915;8.2681
0.0164405;-0.0118808;-0.000350572;87;92.9994;8.3115
0.0166386;-0.0119984;-0.000342022;88;94.0074;8.3135
0.0170086;-0.0123425;-0.000338253;89;95.9773;8.3983
0.0172086;-0.0124956;-0.000373033;90;96.9852;8.4713
0.0173937;-0.0126418;-0.000345982;91;97.9929;8.5187
0.0175796;-0.0127663;-0.000338777;92;99.0009;8.5108
0.0178233;-0.0128998;-0.000305616;93;100.009;8.3648
0.0179879;-0.0130314;-0.000343408;94;101.017;8.5009
0.0181967;-0.0131035;-0.000248061;95;101.979;8.6015
0.0183803;-0.0132756;-0.00028606;96;102.987;8.6804
0.018732;-0.0136657;-0.000293835;97;105.002;8.712
0.0189296;-0.0138048;-0.000306746;98;106.01;8.6883
0.0191249;-0.0139439;-0.000305539;99;107.018;8.6982
0.0193114;-0.0140801;-0.000300195;100;107.98;8.708
0.0195069;-0.0142334;-0.00030929;101;108.988;8.8086
0.0197037;-0.0143678;-0.000306539;102;109.996;8.8659
0.0198977;-0.0145188;-0.000316641;103;111.004;8.8954
0.0201;-0.0146793;-0.000328963;104;112.012;8.8146
0.0202783;-0.0148117;-0.000319882;105;113.02;8.8816
0.0204756;-0.0149353;-0.00032974;106;113.982;8.9704
0.02068;-0.0150911;-0.000321021;107;114.99;8.9566
0.0208693;-0.0152196;-0.000318032;108;115.997;9.0493
0.0210681;-0.0153545;-0.000312394;109;117.005;9.0533
0.0212583;-0.0155025;-0.000334475;110;118.013;9.0454
0.0214601;-0.0156661;-0.000296318;111;118.975;9.1381
0.021665;-0.0157617;-0.000328048;112;119.983;9.1105
0.0218595;-0.0159223;-0.000339579;113;120.991;9.1834
0.0220423;-0.0160484;-0.000324981;114;121.999;9.1578
