"Average";;;"Analog";;
0.0222571;-0.016186;-0.000334014;115;123.007;9.2485
0.022419;-0.0163485;-0.00036282;116;124.015;9.1913
0.0228216;-0.0166872;-0.000338963;117;125.984;9.2111
0.0230269;-0.0168162;-0.00029226;118;126.992;9.2308
0.0231862;-0.016955;-0.000331767;119;128;9.4024
0.0233715;-0.0171039;-0.000362231;120;129.008;9.2919
0.0235776;-0.0172239;-0.000346999;121;130.016;9.3787
0.0237634;-0.0173435;-0.000323429;122;130.978;9.4004
0.0239617;-0.0175189;-0.000309952;123;131.986;9.4438
0.0241696;-0.0176285;-0.000328581;124;132.994;9.4281
0.0243532;-0.0177587;-0.000341793;125;134.002;9.3649
0.0245442;-0.0179103;-0.000328573;126;135.01;9.4537
0.0247455;-0.0180302;-0.000328321;127;136.017;9.4162
0.0249572;-0.018171;-0.000320941;128;136.98;9.5661
0.0251459;-0.0183226;-0.000335395;129;137.987;9.5563
0.0253392;-0.0184596;-0.00031444;130;138.995;9.5365
0.025549;-0.0185803;-0.000348088;131;140.003;9.5661
0.0257436;-0.0187392;-0.000319179;132;141.011;9.6095
0.0259502;-0.0188889;-0.00034906;133;142.019;9.6214
0.0261496;-0.0190142;-0.000329265;134;142.981;9.6766
0.0263468;-0.0191559;-0.000336693;135;143.989;9.7082
0.0265563;-0.0192955;-0.000336519;136;144.997;9.576
0.02675;-0.0194347;-0.000341975;137;146.005;9.7161
0.0269509;-0.0195666;-0.000333394;138;147.012;9.6293
0.0271496;-0.0196893;-0.000344517;139;148.02;9.7417
0.0273486;-0.0198299;-0.000339872;140;148.982;9.6529
0.0275592;-0.0199711;-0.000345875;141;149.99;9.7516
0.0277537;-0.0201054;-0.000356653;142;150.998;9.7871
0.0279427;-0.0202419;-0.000350359;143;152.006;9.7022
0.0281511;-0.0203885;-0.00033359;144;153.014;9.6924
0.0283362;-0.0205046;-0.000323614;145;153.976;9.8324
0.0285462;-0.0206603;-0.000361674;146;154.984;9.8601
0.028755;-0.0207726;-0.000349973;147;155.992;9.7871
0.0289826;-0.0209168;-0.000328539;148;157;9.8403
0.0291651;-0.0210458;-0.000364322;149;158.008;9.9094
0.0295377;-0.0214282;-0.000371934;150;159.977;9.9705
0.0297456;-0.0215419;-0.000355569;151;160.985;9.9271
0.0299551;-0.0216971;-0.000335112;152;161.993;9.9054
0.030146;-0.0218434;-0.000366169;153;163.001;9.9547
0.0303639;-0.0219823;-0.00036415;154;164.009;9.933
0.0305224;-0.0220849;-0.000346392;155;165.017;9.9745
0.0307307;-0.0222246;-0.000357414;156;165.979;10.006
0.0309191;-0.0223837;-0.000349557;157;166.987;9.9725
0.0311337;-0.0225082;-0.000351744;158;167.995;9.9962
0.0313348;-0.0226481;-0.000358414;159;169.002;10.0928
0.0315261;-0.0227669;-0.000359985;160;170.01;9.9843
0.0317472;-0.0229338;-0.000364566;161;171.018;10.1323
0.0319291;-0.0230496;-0.000362907;162;171.98;10.0179
0.0321336;-0.0231639;-0.000350534;163;172.988;10.1599
0.0323442;-0.0233171;-0.000358902;164;173.996;10.1737
0.0325501;-0.0234658;-0.00037108;165;175.004;10.1796
0.0327629;-0.0235979;-0.000355169;166;176.012;10.2566
0.0329613;-0.0237305;-0.000361453;167;177.02;10.2427
0.0331637;-0.0238557;-0.000392503;168;177.982;10.2704
0.033369;-0.0239812;-0.000371569;169;178.99;10.2526
0.0335672;-0.0241195;-0.000365824;170;179.997;10.1796
0.0337749;-0.0242683;-0.000364762;171;181.005;10.2546
0.0339678;-0.0243818;-0.000371714;172;182.013;10.2743
0.0341746;-0.0245238;-0.00037227;173;182.975;10.1796
0.0343737;-0.0246257;-0.000379516;174;183.983;10.2329
0.0345792;-0.0247805;-0.00037119;175;184.991;10.3295
0.0347736;-0.0249186;-0.000384506;176;185.999;10.3276
0.034976;-0.0250505;-0.000367206;177;187.007;10.3572
0.0352073;-0.0251781;-0.000382009;178;188.015;10.3118
0.0353827;-0.0253324;-0.000403874;179;188.977;10.296
0.0356026;-0.0254555;-0.000382293;180;189.985;10.369
0.0357863;-0.0255659;-0.000428311;181;190.992;10.3808
0.036022;-0.0257317;-0.000425805;182;192;10.4045
0.0362204;-0.0258464;-0.000396176;183;193.008;10.3216
0.0364285;-0.0260066;-0.000405848;184;194.016;10.369
0.0366127;-0.0261227;-0.000408561;185;194.978;10.3295
0.0370226;-0.026497;-0.000406656;186;196.994;10.4814
0.0372227;-0.0266207;-0.00040503;187;198.002;10.4597
0.0374272;-0.0267824;-0.00040262;188;199.01;10.3512
0.0376212;-0.0268963;-0.000421347;189;200.018;10.4578
0.0378342;-0.0270266;-0.000423173;190;200.98;10.3966
0.038045;-0.0271575;-0.000425887;191;201.988;10.4696
0.0382425;-0.0272984;-0.000423483;192;202.995;10.4006
0.0384463;-0.027438;-0.000423148;193;204.003;10.5209
0.0386635;-0.0275581;-0.000429707;194;205.011;10.4952
0.0388694;-0.027704;-0.000446668;195;206.019;10.4755
0.0390544;-0.0278092;-0.000459144;196;206.981;10.5012
0.039254;-0.0279299;-0.000470316;197;207.989;10.655
0.0394779;-0.0280926;-0.000453281;198;208.997;10.5169
0.0396994;-0.0282268;-0.000462587;199;210.005;10.6629
0.0398981;-0.0283579;-0.000477182;200;211.012;10.6728
0.0401188;-0.0284955;-0.000493587;201;212.02;10.582
0.0403052;-0.0286002;-0.000475487;202;212.982;10.6452
0.0405175;-0.0287706;-0.000530111;203;213.99;10.6767
0.0407051;-0.0288633;-0.000489888;204;214.998;10.6886
0.040917;-0.0289934;-0.000489044;205;216.006;10.7122
0.0413061;-0.0293504;-0.000508644;206;217.976;10.5801
0.0415006;-0.0294852;-0.000499578;207;218.984;10.7221
0.0416966;-0.0296055;-0.000510619;208;219.992;10.6294
0.0419023;-0.029737;-0.00050822;209;221;10.7359
0.0421149;-0.0298661;-0.000525043;210;222.008;10.7773
0.0423391;-0.0299984;-0.000520114;211;223.015;10.7477
0.0424974;-0.0301337;-0.000537196;212;223.977;10.8069
0.0427125;-0.0302652;-0.000520343;213;224.985;10.7379
0.0428869;-0.0303895;-0.00051276;214;225.993;10.8049
0.0430986;-0.0305088;-0.000530576;215;227.001;10.8266
0.0432955;-0.030655;-0.000521789;216;228.009;10.7793
0.0435101;-0.030768;-0.000497855;217;229.017;10.876
0.0436991;-0.0308856;-0.000500216;218;229.979;10.7773
0.0439007;-0.0310151;-0.000508109;219;230.987;10.8621
0.0441067;-0.0311516;-0.000537888;220;231.995;10.9253
0.0443087;-0.0312643;-0.00055285;221;233.003;10.8404
0.0445124;-0.0313594;-0.000524847;222;234.01;10.9411
0.0446979;-0.0315193;-0.000546898;223;235.018;10.8464
0.0448949;-0.0316046;-0.00055689;224;235.98;10.8385
0.0450982;-0.0317155;-0.000576164;225;236.988;10.9233
0.0453124;-0.0318632;-0.000578649;226;237.996;10.9411
0.0455138;-0.031944;-0.000552505;227;239.004;11.014
0.0457232;-0.0321298;-0.000586213;228;240.012;10.9766
0.0459404;-0.0322736;-0.000568911;229;241.02;10.9055
0.046111;-0.03237;-0.000587306;230;241.982;11.0022
0.04631;-0.0325093;-0.000630351;231;242.99;11.0081
0.0465403;-0.0326303;-0.00061781;232;243.998;10.8996
0.0467383;-0.0327627;-0.00060777;233;245.005;10.9628
0.0469611;-0.0328794;-0.000554834;234;246.013;11.0791
0.0471379;-0.0329901;-0.000597927;235;246.975;11.0712
0.0473409;-0.0331154;-0.00062975;236;247.983;11.1107
0.0475483;-0.0332518;-0.00062424;237;248.991;10.9588
0.0477441;-0.033365;-0.000616528;238;249.999;11.1462
0.0481217;-0.0337365;-0.000687271;239;252.015;11.1344
0.0486884;-0.0343061;-0.000734054;240;254.993;11.1797
0.0490712;-0.0346512;-0.000742301;241;257.008;11.1068
0.0492786;-0.0348019;-0.000728116;242;258.016;11.2547
0.0494696;-0.0349001;-0.000765187;243;258.978;11.16
0.0496733;-0.0350312;-0.000735943;244;259.986;11.231
0.049865;-0.035164;-0.000762641;245;260.994;11.2626
0.0500875;-0.0352682;-0.000755697;246;262.002;11.2468
0.0502816;-0.0354006;-0.000775014;247;263.01;11.1502
0.0504855;-0.0355202;-0.0008256;248;264.018;11.2034
0.0506895;-0.0356309;-0.000809775;249;264.98;11.2942
0.0508677;-0.0357166;-0.000844869;250;265.988;11.3277
0.0510862;-0.0358433;-0.000851473;251;266.995;11.2863
0.0512752;-0.0359694;-0.000860332;252;268.003;11.3257
0.0514815;-0.0360834;-0.000857996;253;269.011;11.3376
0.0516586;-0.0361918;-0.000891432;254;270.019;11.2902
0.0518519;-0.0363644;-0.000852096;255;270.981;11.3908
0.0520525;-0.0364293;-0.000900233;256;271.989;11.3198
0.0522551;-0.0365333;-0.000895178;257;272.997;11.3948
0.0524543;-0.0366687;-0.000917578;258;274.005;11.3652
0.0526591;-0.036796;-0.000951641;259;275.013;11.3592
0.0530272;-0.0371685;-0.000942366;260;276.983;11.4007
0.0532335;-0.037289;-0.000955374;261;277.991;11.4618
0.0534313;-0.0374002;-0.000989244;262;278.998;11.5072
0.0536374;-0.0375204;-0.000995012;263;280.006;11.4421
0.0538327;-0.0376336;-0.0010023;264;281.014;11.3888
0.0540214;-0.037745;-0.00100271;265;281.976;11.4894
0.0542334;-0.0378707;-0.00102601;266;282.984;11.5171
0.0544282;-0.0379713;-0.000993193;267;283.992;11.5171
0.0546186;-0.0380871;-0.00103421;268;285;11.5368
0.0548151;-0.0382034;-0.00105433;269;286.008;11.4677
0.0550116;-0.0382929;-0.00106725;270;287.016;11.4658
0.0552069;-0.038423;-0.00107274;271;287.978;11.5447
0.055412;-0.0385289;-0.00106226;272;288.986;11.596
0.0556068;-0.0386282;-0.00108583;273;289.993;11.5881
0.055803;-0.038748;-0.00109679;274;291.001;11.6157
0.0560162;-0.03887;-0.00110059;275;292.009;11.6295
0.0562179;-0.0389838;-0.00112798;276;293.017;11.5368
0.0563941;-0.0390775;-0.00113511;277;293.979;11.6394
0.0566092;-0.0391945;-0.00115852;278;294.987;11.6039
0.0568047;-0.0393042;-0.00116224;279;295.995;11.6768
0.0569505;-0.0394498;-0.00114419;280;297.003;11.6413
0.0573317;-0.0398144;-0.00116323;281;299.018;11.6808
0.0577095;-0.0401772;-0.0011672;282;300.988;11.7538
0.0578955;-0.0402844;-0.00118136;283;301.996;11.5979
0.0580861;-0.0403838;-0.00118363;284;303.004;11.74
0.0582893;-0.0404947;-0.0011956;285;304.012;11.6157
0.0584811;-0.0406001;-0.00121469;286;305.02;11.6512
0.0588472;-0.0409862;-0.0012242;287;306.99;11.7715
0.0590562;-0.0410659;-0.00124551;288;307.998;11.7913
0.059266;-0.0411925;-0.00127326;289;309.005;11.7696
0.0594717;-0.0412961;-0.00128179;290;310.013;11.8386
0.05964;-0.0413955;-0.00130484;291;310.975;11.8721
0.0598447;-0.0415109;-0.00130439;292;311.983;11.8169
0.0600582;-0.0416223;-0.00131902;293;312.991;11.8366
0.0604358;-0.0420017;-0.00129988;294;315.007;11.8721
0.0606306;-0.0421223;-0.00135635;295;316.015;11.8682
0.0608188;-0.042198;-0.00132701;296;316.977;11.7932
0.0610026;-0.0423237;-0.00135826;297;317.985;11.9491
0.0613898;-0.042642;-0.00134919;298;320;11.8248
0.0615715;-0.0427477;-0.00139213;299;321.008;11.9175
0.0617762;-0.0428842;-0.00142037;300;322.016;11.8445
0.0619658;-0.0429891;-0.00143509;301;322.978;11.8425
0.0621242;-0.0431065;-0.00143786;302;323.986;11.9885
0.0623513;-0.0432096;-0.0014383;303;324.994;11.8879
0.0625045;-0.0433419;-0.00157977;304;326.002;11.9431
0.0627254;-0.0434566;-0.00150956;305;327.01;11.9865
0.0629183;-0.0435678;-0.00151578;306;328.018;11.9846
0.0632325;-0.0438754;-0.00153835;307;329.988;12.0221
0.0634302;-0.0440097;-0.00156427;308;330.996;12.0378
0.0638125;-0.0443985;-0.00156402;309;333.011;12.0378
0.0640079;-0.0444967;-0.00158896;310;334.019;12.0773
0.0641883;-0.0446145;-0.00158124;311;334.981;12.1128
0.0643815;-0.044712;-0.00159034;312;335.989;12.101
0.0645855;-0.0448229;-0.00160766;313;336.997;12.1088
0.064952;-0.045167;-0.00161502;314;339.013;12.1444
0.065156;-0.0452513;-0.00161341;315;339.975;12.1424
0.0653421;-0.0453493;-0.00163344;316;340.983;12.1582
0.0655419;-0.0454627;-0.00164587;317;341.991;12.0635
0.0657349;-0.0455841;-0.00166516;318;342.998;12.1779
0.0661343;-0.0459957;-0.00167543;319;345.014;12.1108
0.0663065;-0.0460371;-0.00167548;320;345.976;12.2055
0.0664993;-0.0461626;-0.00172416;321;346.984;12.1305
0.0667064;-0.0462669;-0.00171675;322;347.992;12.1976
0.0669032;-0.0463862;-0.00170237;323;349;12.1582
0.0671014;-0.0464891;-0.00173976;324;350.008;12.1641
0.0673006;-0.0465988;-0.00173517;325;351.016;12.2548
0.0674994;-0.0466831;-0.00175269;326;351.978;12.2272
0.0677032;-0.0467681;-0.00178133;327;352.986;12.2075
0.0678966;-0.0468815;-0.00178894;328;353.993;12.1799
0.0680803;-0.046986;-0.00181467;329;355.001;12.1799
0.0682765;-0.0470888;-0.001797;330;356.009;12.314
0.0684865;-0.0471828;-0.00178768;331;357.017;12.3318
0.0686868;-0.0473115;-0.00177506;332;357.979;12.3396
0.0688833;-0.0474133;-0.00178578;333;358.987;12.3278
0.0690953;-0.0475058;-0.00174525;334;359.995;12.2311
0.0692958;-0.0476184;-0.00175222;335;361.003;12.3258
0.0694753;-0.0477236;-0.00180714;336;362.011;12.3041
0.0696885;-0.0478165;-0.00178945;337;363.018;12.3929
0.0698727;-0.0479107;-0.00178414;338;363.98;12.3909
0.0700867;-0.0479946;-0.00181805;339;364.988;12.383
0.0702741;-0.048092;-0.00182664;340;365.996;12.2864
0.0704939;-0.048231;-0.00182524;341;367.004;12.2923
0.0706735;-0.048319;-0.00186378;342;368.012;12.3554
0.0708705;-0.0484161;-0.00188139;343;369.02;12.2923
0.0710648;-0.0485317;-0.0018592;344;369.982;12.3258
0.0712476;-0.0486417;-0.00191182;345;370.99;12.3771
0.071453;-0.0487389;-0.00191232;346;371.998;12.383
0.071702;-0.0488393;-0.00183944;347;373.006;12.4856
0.0719058;-0.0489441;-0.00184457;348;374.014;12.4896
0.072097;-0.0490084;-0.00188227;349;374.976;12.4738
0.072293;-0.0491376;-0.00188738;350;375.983;12.4915
0.0724939;-0.049245;-0.00187914;351;376.991;12.3969
0.0726895;-0.0493454;-0.00190923;352;377.999;12.4383
0.0728832;-0.0494499;-0.00190897;353;379.007;12.5349
0.0732603;-0.0498109;-0.00191549;354;380.977;12.5468
0.073465;-0.0499003;-0.00194655;355;381.985;12.4758
0.0738468;-0.0502423;-0.00196373;356;384.001;12.5487
0.0740021;-0.0503602;-0.00191582;357;385.009;12.5981
0.0742118;-0.0504411;-0.00198032;358;386.016;12.4718
0.0743927;-0.050543;-0.00197462;359;386.978;12.5606
0.0745985;-0.0506646;-0.00198103;360;387.986;12.5626
0.0748121;-0.0507502;-0.0019964;361;388.994;12.6
0.0749836;-0.0508614;-0.00201068;362;390.002;12.5862
0.075175;-0.0509504;-0.00199753;363;391.01;12.6217
0.0753957;-0.0510656;-0.00199845;364;392.018;12.5409
0.0754995;-0.051199;-0.00201538;365;392.98;12.5902
0.0756985;-0.0513269;-0.00204001;366;393.988;12.6533
0.0759041;-0.0514163;-0.00204281;367;394.996;12.6296
0.0761068;-0.0515181;-0.00207541;368;396.004;12.7677
0.0763078;-0.0516317;-0.00207039;369;397.011;12.5941
0.0766407;-0.0519929;-0.00211582;370;398.981;12.7302
0.0768445;-0.0520888;-0.00213647;371;399.989;12.7855
0.0770473;-0.0522041;-0.00214054;372;400.997;12.6829
0.0772404;-0.0522946;-0.00215058;373;402.005;12.6059
0.0774512;-0.0523922;-0.00214241;374;403.013;12.7263
0.0776514;-0.0524849;-0.00217114;375;403.975;12.7283
0.0778461;-0.0526024;-0.00219292;376;404.983;12.7263
0.0780351;-0.0527001;-0.00219607;377;405.991;12.6415
0.0782389;-0.0527845;-0.00221808;378;406.999;12.6809
0.0784481;-0.0529004;-0.00219064;379;408.006;12.7085
0.0786393;-0.0530342;-0.00225372;380;409.014;12.6888
0.0788348;-0.0530842;-0.00221071;381;409.976;12.8506
0.0790318;-0.0532016;-0.00224769;382;410.984;12.7204
0.0792397;-0.0532877;-0.00223484;383;411.992;12.7322
0.0794418;-0.0533698;-0.00221019;384;413;12.894
0.0796263;-0.0535219;-0.00229876;385;414.008;12.6888
0.0798206;-0.0536013;-0.00227965;386;415.016;12.8723
0.0799594;-0.0536684;-0.00234242;387;415.978;12.7914
0.0801524;-0.0537804;-0.00233004;388;416.986;12.8703
0.0803716;-0.0538868;-0.00234315;389;417.994;12.7815
0.0806177;-0.0539909;-0.00236047;390;419.001;12.8269
0.080823;-0.0540819;-0.00236796;391;420.009;12.8959
0.0810182;-0.0541819;-0.00238876;392;421.017;12.8762
0.08122;-0.0542835;-0.00238371;393;421.979;12.8999
0.0814112;-0.054377;-0.00239559;394;422.987;12.9295
0.0816;-0.0544733;-0.00243198;395;423.995;12.8841
0.0818034;-0.0545721;-0.00243677;396;425.003;12.9216
0.0820023;-0.0546793;-0.00242763;397;426.011;12.9768
0.0822152;-0.0547348;-0.00245339;398;427.019;13.0024
0.082381;-0.054878;-0.00246156;399;427.981;12.9295
0.0825838;-0.0549713;-0.00248836;400;428.988;13.0439
0.0828127;-0.0550532;-0.00250151;401;429.996;13.0024
0.0829959;-0.0551728;-0.00249384;402;431.004;12.9275
0.0831883;-0.0552641;-0.00252982;403;432.012;12.9413
0.0833945;-0.0553768;-0.00256416;404;433.02;12.892
0.0835963;-0.0554649;-0.00254459;405;433.982;12.9452
0.0837954;-0.0555727;-0.00254445;406;434.99;13.038
0.084159;-0.0559193;-0.00255504;407;437.006;13.0656
0.0843537;-0.0560068;-0.00257368;408;438.014;12.9926
0.0845495;-0.0560897;-0.00260872;409;438.976;13.109
0.084752;-0.0562274;-0.00259416;410;439.984;13.0577
0.0849285;-0.0563161;-0.0026217;411;440.991;13.0557
0.0851162;-0.0563932;-0.00261367;412;441.999;13.0498
0.0853238;-0.0564934;;413;443.007;13.1307
0.0855291;-0.0566078;-0.0026503;414;444.015;13.0616
0.0857198;-0.0566969;-0.0026816;415;444.977;13.1188
0.0859347;-0.0568176;-0.00270892;416;445.985;13.2056
0.0861258;-0.0569157;-0.00272815;417;446.993;13.1642
0.0863281;-0.0570166;-0.00271651;418;448.001;13.2332
0.0865242;-0.0571262;-0.00271601;419;449.009;13.1524
0.0867232;-0.0572038;-0.00272305;420;450.017;13.1386
0.0868872;-0.057306;-0.00281529;421;450.979;13.1662
0.0870827;-0.0573975;-0.00280171;422;451.987;13.1228
0.0872923;-0.0575073;-0.00278942;423;452.994;13.0695
0.0874677;-0.0575899;-0.00281419;424;454.002;13.2273
0.0876907;-0.0577134;-0.00283622;425;455.01;13.2273
0.0878588;-0.0577903;-0.00283801;426;456.018;13.2313
0.0880762;-0.0578814;-0.00282536;427;456.98;13.2549
0.0882659;-0.0579806;-0.00289508;428;457.988;13.1524
0.0884572;-0.0580589;-0.00291286;429;458.996;13.1839
0.0886528;-0.0581757;-0.00294505;430;460.004;13.2234
0.0888346;-0.058257;-0.00295788;431;461.012;13.2451
0.0890444;-0.0583726;-0.00297186;432;462.02;13.2352
0.089226;-0.0584618;-0.00297855;433;462.982;13.2707
0.089432;-0.0585708;-0.00298564;434;463.989;13.2431
0.0896176;-0.058675;-0.00301147;435;464.997;13.2944
0.0898208;-0.0587739;-0.00301917;436;466.005;13.2885
0.0900245;-0.0588277;-0.0030147;437;467.013;13.3615
0.0902037;-0.0589232;-0.00301771;438;467.975;13.3003
0.0904133;-0.0590132;-0.00307434;439;468.983;13.3516
0.0906072;-0.0591256;-0.00306642;440;469.991;13.2904
0.0907996;-0.0592145;-0.00308672;441;470.999;13.3062
0.0909972;-0.0593033;-0.00311029;442;472.007;13.2904
0.0911912;-0.0593747;-0.0031172;443;473.014;13.395
0.0913897;-0.0594896;-0.00310339;444;473.977;13.4049
0.0915876;-0.0595744;-0.00311252;445;474.984;13.4128
0.0917594;-0.0596726;-0.00316313;446;475.992;13.3772
0.0919971;-0.059767;-0.00316383;447;477;13.4542
0.0921769;-0.0598214;-0.00316758;448;478.008;13.5015
