"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;0.0916
3.68538e-07;-1.83575e-05;3.1113e-06;1;1.0079;0.0837
-1.93956e-05;-2.13376e-06;-1.12196e-05;2;2.0158;0.0443
-1.23504e-05;2.58441e-06;1.79189e-06;3;3.0236;-0.0464
-6.95989e-07;-1.06349e-05;8.7615e-07;4;4.0315;-0.0109
-2.72739e-05;2.20156e-05;1.48066e-05;5;4.9936;0.0502
0.000201858;-0.000129519;1.81162e-05;6;6.0015;0.2948
0.000408709;-0.000267738;-7.65931e-06;7;7.0093;0.4013
0.000604694;-0.000394324;5.64957e-06;8;8.0172;0.5493
0.000802553;-0.000526036;2.18663e-05;9;9.025;0.6164
0.000990475;-0.000651007;-1.20495e-05;10;10.0329;0.8511
0.00117714;-0.000780067;-1.86866e-05;11;10.9951;1.0661
0.00154747;-0.00107055;-1.16712e-05;12;13.0107;1.3383
0.00171968;-0.00116344;-4.89077e-05;13;14.0187;1.4744
0.00191046;-0.00131317;-6.39981e-05;14;15.0265;1.7013
0.00211415;-0.00142435;-4.4708e-05;15;15.9887;1.7506
0.00227511;-0.00155485;-5.17611e-05;16;16.9965;2.0307
0.00245511;-0.00170013;-2.90078e-05;17;18.0043;2.0998
0.00266686;-0.00178841;-2.48234e-05;18;19.0122;2.2004
0.00285041;-0.0019553;-6.72409e-05;19;20.0201;2.4627
0.00302475;-0.00210868;-6.13322e-05;20;21.0279;2.5495
0.00320462;-0.00220283;-5.91661e-05;21;21.99;2.7685
0.00355152;-0.00244938;-7.45415e-05;22;24.0058;2.9579
0.0037296;-0.00259735;-0.000111607;23;25.0137;3.1157
0.00390893;-0.00273502;-0.000114992;24;26.0216;3.2695
0.00409772;-0.0028624;-0.000135375;25;27.0294;3.3859
0.00428107;-0.00299908;-0.000125071;26;27.9915;3.5082
0.00445797;-0.00312112;-0.00015455;27;28.9994;3.6424
0.004646;-0.00323723;-0.000139444;28;30.0072;3.812
0.00482763;-0.00337658;-0.0001715;29;31.0151;3.8298
0.00499195;-0.00350941;-0.000161135;30;32.023;4.0882
0.0051731;-0.00362131;-0.000168459;31;33.0309;4.1099
0.00535807;-0.00376375;-0.000175;32;33.9929;4.2164
0.00552857;-0.00389093;-0.000178726;33;35.0007;4.317
0.00588856;-0.00418998;-0.000197347;34;37.0164;4.6208
0.00607438;-0.00430903;-0.000187412;35;38.0245;4.68
0.00624208;-0.00445822;-0.000245227;36;39.0322;4.8496
0.00643107;-0.0045604;-0.000211804;37;39.9943;4.9186
0.00678408;-0.0048651;-0.000209729;38;42.0101;4.9975
0.00696219;-0.00500368;-0.000223852;39;43.0179;5.2007
0.00714501;-0.00512026;-0.000214546;40;44.0258;5.2362
0.00749194;-0.00539996;-0.000236483;41;45.9958;5.3881
0.00770028;-0.00554036;-0.000217587;42;47.0036;5.5992
0.00786185;-0.00567782;-0.00024534;43;48.0115;5.7215
0.00805826;-0.005797;-0.000246166;44;49.0194;5.7097
0.00823945;-0.00592659;-0.000234679;45;50.0273;5.828
0.00840497;-0.00607595;-0.000252893;46;50.9893;5.8379
0.00858833;-0.00620356;-0.000306481;47;51.9972;6.0588
0.0087658;-0.00633004;-0.000304495;48;53.0051;6.1357
0.00930986;-0.00677687;-0.000336708;49;56.0286;6.2955
0.00948311;-0.00689477;-0.000308366;50;56.9908;6.335
0.0096648;-0.00702789;-0.000362533;51;57.9987;6.4139
0.00986181;-0.00718381;-0.000341881;52;59.0066;6.5894
0.0100442;-0.00731272;-0.000332116;53;60.0144;6.5677
0.0102368;-0.00745718;-0.000344746;54;61.0223;6.5973
0.0104186;-0.00756984;-0.000342798;55;62.0301;6.7157
0.0106057;-0.00769113;-0.000373562;56;62.9922;6.8124
0.0107887;-0.00785362;-0.000366529;57;64;6.8558
0.010968;-0.00799124;-0.000425123;58;65.008;6.9642
0.0111431;-0.00811951;-0.000405989;59;66.0158;6.9485
0.0115002;-0.00840628;-0.000426255;60;68.0318;7.1773
0.0118605;-0.00873941;-0.000400803;61;70.0016;7.1595
0.0120426;-0.00887824;-0.000446322;62;71.0095;7.2799
0.0122154;-0.00902802;-0.000447998;63;72.0173;7.3785
0.0123878;-0.00914844;-0.000463114;64;73.0252;7.3272
0.0125731;-0.0092934;-0.000486443;65;74.033;7.5107
0.0127363;-0.00945242;-0.000446874;66;74.9951;7.4988
0.0129433;-0.00956621;-0.000487674;67;76.003;7.5718
0.0131257;-0.00968958;-0.000516211;68;77.0109;7.5225
0.0133076;-0.00982724;-0.000537156;69;78.0188;7.6902
0.0135001;-0.00998698;-0.000506797;70;79.0266;7.7336
0.0137023;-0.0101088;-0.000528863;71;79.9887;7.7237
0.013881;-0.0102578;-0.000534286;72;80.9965;7.8342
0.0140695;-0.0103864;-0.000526337;73;82.0044;7.8105
0.0142517;-0.0105154;-0.000560487;74;83.0124;7.775
0.0144264;-0.0106609;-0.000560201;75;84.0202;7.8559
0.0146357;-0.0107991;-0.000565908;76;85.0281;7.919
0.0148223;-0.0109282;-0.000563303;77;85.9901;8.0591
0.0149938;-0.011065;-0.00057928;78;86.998;8.0906
0.0152015;-0.0111946;-0.00060202;79;88.006;8.0492
0.0153926;-0.0113455;-0.000572343;80;89.0138;8.1912
0.0155928;-0.0114883;-0.000614056;81;90.0216;8.1675
0.0157737;-0.0116406;-0.000607244;82;91.0295;8.1873
0.0159742;-0.0117555;-0.000623102;83;91.9915;8.2405
0.0161764;-0.0118883;-0.000634649;84;92.9995;8.3254
0.0163617;-0.0120365;-0.00064655;85;94.0073;8.2465
0.0165653;-0.0121901;-0.00064529;86;95.0152;8.2898
0.0167593;-0.0123037;-0.000632658;87;96.0231;8.3293
0.0169349;-0.0124415;-0.000660235;88;97.0309;8.3885
0.0171335;-0.0125917;-0.000659498;89;97.9931;8.4812
0.0173348;-0.0127106;-0.000680085;90;99.0009;8.4378
0.0174915;-0.0128441;-0.000714931;91;100.009;8.5542
0.0177072;-0.0129975;-0.000687352;92;101.017;8.6272
0.0178957;-0.0131241;-0.000688716;93;102.024;8.641
0.0181026;-0.013255;-0.000663622;94;103.033;8.6528
