,Time [s],Load [N],Displacement [mm]
0,0.0068359375,-422.64363402969036,-8.851289699999999e-05
1,0.01171875,-430.6722647813032,-8.314847900000001e-05
2,0.016601563,-434.1806972592064,0.00013634562
3,0.021484375,-439.80260436947435,-0.00081986189
4,0.026367188,-434.0075858191992,-0.00042870641
5,0.03125,-422.385641625112,-0.0004988908799999999
6,0.036132813,-410.49786725998723,-0.001232028
7,0.041015625,-395.8788937289056,0.00067770481
8,0.045898438,-380.58005400848003,-0.0010916591
9,0.05078125,-362.0497147423024,0.00054359436
10,0.055664063,-349.08738348526566,0.0006817281200000001
11,0.060546875,-347.781447898608,0.00077918172
12,0.065429688,-331.4094079938584,0.0024618208
13,0.0703125,-326.9931557624976,0.0019548833
14,0.075195313,-322.68991504910645,0.0014962255999999999
15,0.080078125,-316.828208760604,0.0021417439
16,0.08496093800000001,-315.5151782604944,0.0034077466
17,0.08984375,-305.5422120546352,0.0028163195
18,0.09472656300000001,-305.44226496350484,0.0025177002
19,0.099609375,-314.6353200280144,0.0038614869000000002
20,0.10449219,-323.40985971506643,0.0039236248
21,0.109375,-324.9863450358792,0.0045329332
22,0.11425781,-321.21564986066164,0.0040742755
23,0.11914063,-338.9025128988256,0.0045020878
24,0.12402344,-344.93306033459925,0.0051037967
25,0.12890625,-346.0074126083176,0.0033532083
26,0.13378906,-344.15311360747677,0.0048002601
27,0.13867188,-355.19350620602324,0.0036710501
28,0.14355469,-350.7559425449768,0.0036974251
29,0.1484375,-351.4033278201976,0.0052557886
30,0.15332031,-344.962654352904,0.0024466217
31,0.15820313,-338.9571192671872,0.0048619509
32,0.16308594,-341.26831290145043,0.0041641295000000005
33,0.16796875,-318.74952911629197,0.003965199
34,0.17285156,-304.4503115467048,0.0040724874
35,0.17773438,-294.12399196160646,0.0033505261
36,0.18261719,-277.42770339154646,0.005864203
37,0.1875,-273.3015107942784,0.0072415173
38,0.19238281,-265.2011168835928,0.0081315637
39,0.19726563,-276.46084684101356,0.0085504353
40,0.20214844,-298.0178850822576,0.0077024102
41,0.20703125,-294.0176349831504,0.0069965422
42,0.21191406,-297.9787184910696,0.005711317099999999
43,0.21679688,-287.24019555496403,0.008063614399999999
44,0.22167969,-294.2476614185296,0.007211566
