"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;-0.4035
1.25017e-05;-1.80895e-06;-2.39986e-05;1;0.9621;-0.2477
4.50433e-05;-3.54186e-06;2.14156e-05;2;2.0158;-0.2832
1.70632e-05;-5.63575e-07;1.13145e-05;3;2.9778;-0.4272
-5.08495e-06;-1.1485e-05;-1.07118e-05;4;3.9857;-0.297
3.39975e-05;1.34679e-05;3.45934e-05;5;4.9935;-0.3463
1.17473e-05;-5.63722e-06;1.53961e-05;6;6.0014;-0.2871
4.64607e-05;5.76761e-06;3.78137e-06;7;7.0093;-0.3187
-6.27718e-06;3.19028e-06;-5.52947e-06;8;8.0172;-0.3108
1.74718e-05;-9.94908e-06;-5.94139e-06;9;8.9793;-0.3502
0.000259917;3.38361e-05;6.44324e-05;10;9.9871;-0.1411
0.000914771;4.65111e-05;0.000226445;11;12.0028;0.0561
0.00120797;0.000109615;0.000298358;12;13.0107;0.281
0.0014746;8.63084e-05;0.000247812;13;13.9728;0.2258
0.00197153;7.78611e-05;0.000291814;14;15.9886;0.6045
0.00223864;8.77062e-05;0.000275486;15;16.9965;0.6795
0.00254776;0.000107625;0.000301465;16;18.0043;0.7564
0.00277975;8.86134e-05;0.000327473;17;19.0122;0.8965
0.00301914;7.47277e-05;0.000340375;18;19.9743;0.9951
0.00322812;1.2275e-05;0.000308891;19;20.9823;1.2141
0.00351246;4.0204e-05;0.000274448;20;21.99;1.3087
0.00377178;0.000105622;0.000349169;21;22.9979;1.3916
0.00403557;5.42802e-05;0.000295947;22;24.0058;1.6086
0.00426777;2.87927e-05;0.000285863;23;25.0136;1.721
0.00451879;2.89859e-05;0.000302815;24;25.9756;1.8098
0.00475929;2.50617e-05;0.000331138;25;26.9836;1.9617
0.00501664;2.1659e-05;0.000306347;26;27.9915;2.0721
0.00523483;6.40652e-06;0.000294305;27;28.9993;2.157
0.00548703;-1.11399e-06;0.000316317;28;30.0072;2.2832
0.00572461;9.00248e-06;0.000302654;29;31.0153;2.3069
0.00596121;-1.40829e-06;0.000285871;30;31.9771;2.4746
0.00621055;-3.02789e-05;0.000317785;31;32.985;2.5535
0.0064369;-5.38296e-05;0.000276838;32;33.9929;2.7626
0.00669567;-5.21402e-05;0.000312619;33;35.0008;2.733
0.00692869;-5.96045e-05;0.000304599;34;36.0086;2.9934
0.00717121;-8.50305e-05;0.000269433;35;37.0165;3.1097
0.0073906;-7.39709e-05;0.000274054;36;37.9786;3.0703
0.00764639;-7.39316e-05;0.000236089;37;38.9864;3.2143
0.00787094;-8.13822e-05;0.000290818;38;39.9943;3.309
0.00812527;-0.000105748;0.000234997;39;41.0022;3.4411
0.00834329;-9.86422e-05;0.000272881;40;42.0101;3.6088
0.0085789;-0.000103863;0.000258247;41;42.9721;3.7035
0.0088018;-0.000124117;0.00026706;42;43.98;3.812
0.00906637;-0.000111589;0.000282217;43;44.9879;3.9146
0.00928685;-0.000114993;0.000258055;44;45.9958;3.9619
0.00952101;-0.000145091;0.000223221;45;47.0036;4.025
0.00974509;-0.000149568;0.000278318;46;48.0115;4.1099
0.00999049;-0.000145654;0.000239954;47;48.9736;4.3584
0.0102192;-0.000159794;0.000266936;48;49.9815;4.4393
0.0104539;-0.000166595;0.000228104;49;50.9893;4.534
0.0106851;-0.000174238;0.000202439;50;51.9973;4.5162
0.0109233;-0.000178789;0.000222627;51;53.0051;4.6602
0.0111433;-0.000201141;0.000218635;52;54.013;4.745
0.011364;-0.000191649;0.000182924;53;54.975;4.9206
0.0118276;-0.000206739;0.000176127;54;56.9908;4.9877
0.0120668;-0.000214422;0.000207186;55;57.9988;5.2481
0.0123021;-0.000229497;0.000187133;56;59.0065;5.2283
0.0125399;-0.000239326;0.000174241;57;60.0144;5.3723
0.0127406;-0.000227999;0.000162234;58;60.9765;5.4808
0.0017246;4.97996e-05;0.00032879;59;61.9843;0.3264
0.00171907;6.18856e-05;0.00038035;60;62.9922;0.3934
0.0017339;8.11224e-05;0.000321771;61;64.0001;0.3658
0.0017225;5.85124e-05;0.000369039;62;65.0079;0.3362
0.00171341;6.10559e-05;0.000352398;63;66.9778;0.3007
0.00171763;6.85326e-05;0.000351065;64;67.9858;0.4211
0.00169785;4.17957e-05;0.000345606;65;68.9937;0.4447
0.00172441;8.246e-05;0.000335658;66;71.0094;0.3678
0.00170934;7.05366e-05;0.00036186;67;72.0173;0.3264
0.00173751;9.0068e-05;0.000361819;68;72.9793;0.4053
0.00170596;4.58347e-05;0.000347202;69;73.9873;0.3264
0.00169493;9.71563e-05;0.000337622;70;74.7202;0.427
