"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;-0.3917
1.78162e-05;2.69204e-06;-7.29153e-05;1;1.008;-0.3226
1.55989e-05;1.83312e-05;-5.50871e-05;2;2.0161;-0.3108
9.42455e-06;-2.92689e-06;-2.45418e-05;3;3.0241;-0.2832
-1.68865e-05;-2.35833e-05;-3.93344e-05;4;4.0321;-0.3344
0.000279625;-0.000109199;6.16912e-05;5;5.0398;-0.2161
0.000610342;4.14164e-05;4.94509e-05;6;6.0019;-0.078
0.000914003;5.30693e-05;0.000105519;7;7.0096;0.1291
0.00119306;7.08148e-05;0.000154044;8;8.0175;0.1844
0.00152884;-1.50638e-05;0.000169417;9;9.0255;0.3974
0.0017587;2.19565e-05;0.000162235;10;10.0333;0.4507
0.00204436;-9.50102e-06;0.000158551;11;11.0414;0.6164
0.00233856;9.28724e-06;0.000155614;12;12.0034;0.8215
0.00257366;4.77263e-05;0.000180581;13;13.0111;0.8807
0.00285495;-6.72072e-06;0.000131952;14;14.0191;1.0661
0.00310962;-1.11349e-06;0.000168665;15;15.0269;1.1549
0.00335251;-2.07113e-05;0.00014822;16;16.0348;1.2002
0.00362158;-1.87822e-06;0.000174142;17;17.0425;1.3443
0.00388987;1.20882e-05;0.000166177;18;18.0049;1.5455
0.00413927;-5.24027e-06;0.000196662;19;19.0126;1.654
0.00437638;-2.40405e-05;0.000136638;20;20.0206;1.8335
0.0045849;-7.14908e-05;0.000174822;21;21.0282;1.8907
0.00488264;-7.29753e-05;0.000119638;22;22.0362;2.0228
0.00511498;-4.403e-05;0.000161165;23;23.0442;2.0761
0.00538163;-6.49159e-05;0.000123138;24;24.0061;2.224
0.00565514;-7.91312e-05;0.000118186;25;25.014;2.3601
0.00590206;-0.000103487;9.32391e-05;26;26.0221;2.5101
0.00614999;-7.57207e-05;0.000161662;27;27.0297;2.5712
0.00633486;-0.000104953;4.51769e-05;28;28.0378;2.8178
0.00661516;-0.000101134;7.19891e-05;29;29.0455;2.8888
0.00688008;-8.70951e-05;0.000119955;30;30.0076;2.946
0.00705682;-0.000102456;2.30108e-05;31;31.0155;3.0269
0.00730149;-0.000125417;3.59986e-05;32;32.0234;3.0821
0.00754353;-0.000111688;3.71328e-05;33;33.0312;3.2715
0.00777259;-0.000136101;2.23719e-05;34;34.0391;3.3346
0.00807198;-0.000142425;5.15125e-05;35;35.0472;3.5398
0.00818089;-0.000153502;3.10505e-05;36;36.0548;3.5201
0.00848195;-0.000149269;3.08929e-05;37;37.017;3.5871
0.0087201;-0.000149652;5.49173e-07;38;38.025;3.7765
0.00894807;-0.000169325;-3.16451e-06;39;39.0327;3.9422
0.00915656;-0.000219386;-5.8008e-06;40;40.0406;4.0428
0.00960699;-0.00017717;9.79837e-06;41;42.0105;4.1395
0.00984441;-0.000197449;-4.18705e-05;42;43.0182;4.2184
0.0105145;-0.000227309;-2.59814e-05;43;46.042;4.6129
0.0107635;-0.000231779;-2.26568e-05;44;47.0041;4.7963
0.0109531;-0.000230894;-6.00568e-05;45;48.0119;4.7589
0.0112051;-0.000253798;-5.14865e-05;46;49.02;4.7707
0.0114104;-0.000250428;-4.76329e-05;47;50.0277;4.9916
0.0116283;-0.000256716;-5.9412e-05;48;51.0357;5.0607
0.011833;-0.000279402;-6.59223e-05;49;52.0434;5.106
0.0120808;-0.000318486;-0.000101166;50;53.0055;5.2678
0.0122917;-0.000281939;-0.000101951;51;54.0134;5.3388
0.0124969;-0.0003195;-0.000108341;52;55.0214;5.3645
0.0127065;-0.000302208;-7.95111e-05;53;56.029;5.3585
0.0129549;-0.000301361;-0.000115178;54;57.037;5.5854
0.0131269;-0.000282472;-0.000133655;55;58.0449;5.6189
0.0133475;-0.000322129;-0.00011751;56;59.0527;5.7787
0.0135711;-0.000324704;-0.000118697;57;60.0149;5.8339
0.0137996;-0.000302489;-0.000144904;58;61.0229;5.9326
0.0139958;-0.000333995;-0.000154386;59;62.0306;5.9266
0.000467349;0.00060088;2.37897e-05;60;63.0384;0.062
0.000397221;0.000598968;8.03952e-06;61;64.0465;0.0542
0.000361993;0.000605282;2.11503e-05;62;65.0082;-0.0307
0.000352831;0.00059719;1.09477e-05;63;65.8331;0.0463
