"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;1;9.8499;-0.4193
-1.33655e-05;8.40331e-06;-2.1423e-05;2;10.8578;-0.51
-3.03962e-05;-1.34793e-05;-4.44296e-05;3;11.8658;-0.3818
-4.04433e-06;1.76254e-05;-4.38079e-05;4;12.8735;-0.439
1.47903e-05;-2.84142e-05;-3.41659e-05;5;13.8811;-0.2989
0.00054074;-7.49429e-06;-6.93573e-05;6;15.8512;-0.1687
0.000864818;-2.32147e-05;-4.98664e-05;7;16.8593;0.0502
0.00112071;-6.07854e-05;-0.000122763;8;17.8667;0.137
0.00146997;-3.2055e-05;-0.000123653;9;18.8749;0.3362
0.0017703;-2.40938e-05;-0.000191667;10;19.8828;0.5177
0.00199024;6.21702e-08;-0.000156238;11;20.8451;0.5789
0.00225383;-6.39296e-05;-0.000212611;12;21.8527;0.6972
0.00253915;-1.62661e-05;-0.000175234;13;22.8604;0.857
0.00282902;-3.27701e-05;-0.000222921;14;23.8684;0.9556
0.00333834;-3.22898e-05;-0.000228652;15;25.8841;1.1588
0.00383203;-3.38663e-05;-0.000256017;16;27.8542;1.4685
0.00407683;-5.80242e-05;-0.000274293;17;28.862;1.7013
0.00437853;-4.09435e-05;-0.000332105;18;29.8699;1.7072
0.00460696;-2.36502e-05;-0.000277821;19;30.8778;1.8847
0.0049259;-1.63498e-05;-0.000290298;20;31.8857;1.9913
0.00510261;-5.58107e-05;-0.000297168;21;32.8935;2.226
0.00537391;-6.38689e-05;-0.000328357;22;33.8556;2.2378
0.00563133;-5.64692e-05;-0.000375374;23;34.8635;2.297
0.00587421;-5.0118e-05;-0.000332632;24;35.8713;2.5574
0.00611148;-0.000108965;-0.000374139;25;36.8795;2.6738
0.00635759;-8.66046e-05;-0.000417218;26;37.8873;2.7724
0.00659081;-9.70399e-05;-0.000392065;27;38.8494;2.7606
0.0067924;-6.95787e-05;-0.000413761;28;39.8571;2.8632
0.0070919;-9.75121e-05;-0.000415093;29;40.865;3.088
0.00729709;-5.67652e-05;-0.000441798;30;41.873;3.2025
0.00754557;-9.8088e-05;-0.000417849;31;42.8808;3.3583
0.00775205;-0.000126011;-0.000468534;32;43.8886;3.2754
0.00800965;-6.02492e-05;-0.000461693;33;44.8506;3.4096
0.00822251;-7.47278e-05;-0.000468198;34;45.8587;3.67
0.00847737;-7.34095e-05;-0.000500544;35;46.8664;3.666
0.00869463;-0.000126234;-0.000495233;36;47.8743;3.8337
0.00893916;-0.000121788;-0.000492319;37;48.8821;3.7864
0.00913705;-9.99917e-05;-0.000494201;38;49.8443;4.0191
0.00937292;-0.000140222;-0.000552859;39;50.8978;4.1493
0.00958276;-0.000149048;-0.000517652;40;51.86;4.2164
0.00984148;-0.000139195;-0.000543719;41;52.8678;4.3446
0.0102712;-0.000160448;-0.000573668;42;54.8835;4.53
0.0104779;-0.000200706;-0.000577969;43;55.8459;4.5123
0.0107144;-0.000172476;-0.000571109;44;56.8538;4.6563
0.0109233;-0.000161309;-0.000597146;45;57.8613;4.7036
0.0111387;-0.000183634;-0.000596349;46;58.8694;4.8713
0.0113996;-0.000143369;-0.00054958;47;59.8772;4.9502
0.0116089;-0.000196265;-0.000651077;48;60.8851;4.9956
0.0118232;-0.00018147;-0.000642033;49;61.8473;5.1573
0.0120521;-0.000138287;-0.000622267;50;62.8552;5.2303
0.0122582;-0.000205906;-0.000658579;51;63.8629;5.3605
0.0124793;-0.000164762;-0.000623406;52;64.8707;5.4374
0.012688;-0.000203928;-0.000673117;53;65.8787;5.5282
0.0128884;-0.000207483;-0.000668222;54;66.8867;5.6169
0.0131225;-0.000197724;-0.00072815;55;67.8943;5.5755
0.0133022;-0.000213033;-0.000720693;56;68.8566;5.7136
0.000802796;0.000849983;-0.000687408;57;69.8646;-0.0346
0.00068021;0.000854157;-0.000673036;58;70.8722;-0.0839
0.000627998;0.00083652;-0.000678431;59;71.8803;0.0581
0.000624347;0.000855027;-0.000630873;60;72.8881;0.0719
0.000609883;0.000846609;-0.000656262;61;73.85;-0.0583
0.000582129;0.000827298;-0.000630372;62;74.6289;0.0778
