"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;4;32.6181;-0.2003
1.8807e-05;6.63855e-07;-7.91435e-07;5;34.6341;-0.2062
3.89369e-06;4.14792e-05;2.91511e-05;6;35.5962;-0.222
0.000303847;-0.000226688;8.25414e-05;7;37.612;0.3895
0.000446853;-0.000370465;9.34579e-05;8;38.62;0.7604
0.000632025;-0.000465559;0.000105861;9;39.6275;1.1371
0.000814084;-0.000549798;0.000104753;10;40.6356;1.5198
0.000975319;-0.000609072;0.000116067;11;41.6435;1.8512
0.00114097;-0.000645598;0.000131666;12;42.6055;2.1787
0.00133663;-0.000742859;0.000123526;13;43.6134;2.5397
0.0016894;-0.000884256;0.000136809;14;45.629;3.2656
0.00184026;-0.000933658;0.000179561;15;46.5912;3.5141
0.00218271;-0.00107372;0.00015726;16;48.6068;4.2519
0.00250545;-0.00119064;0.000136704;17;50.6228;5.0409
0.00267974;-0.00126952;0.000165152;18;51.6306;5.327
0.00282598;-0.0012966;0.000124326;19;52.5928;5.6347
0.00299767;-0.00138419;0.000186933;20;53.6006;5.9523
0.00318683;-0.00139039;0.000165435;21;54.6085;6.4415
0.00333019;-0.00146693;0.000185906;22;55.6163;6.6624
0.00366128;-0.0015788;0.000168149;23;57.6321;7.4949
0.00378946;-0.0016347;0.000182843;24;58.5941;7.8105
0.00397408;-0.00169432;0.000168384;25;59.6022;8.1537
0.00413698;-0.00175723;0.000156216;26;60.61;8.4851
0.00431696;-0.00182659;0.000180996;27;61.6176;8.8461
0.00462245;-0.0019033;0.00021318;28;63.6337;9.5405
0.00474875;-0.00194963;0.000213029;29;64.5956;9.8956
0.00491367;-0.00201804;0.000220588;30;65.6035;10.1027
0.005059;-0.00203091;0.000220448;31;66.6113;10.5071
0.00524208;-0.00209678;0.000192157;32;67.6192;10.7694
0.00540713;-0.00212844;0.000179054;33;68.6269;11.1778
0.00549184;-0.00221652;0.000190053;34;69.635;11.4658
0.00570217;-0.00222422;0.00018098;35;70.5968;11.8761
0.00580829;-0.00224433;0.000235092;36;71.6049;12.1582
0.00597361;-0.00234379;0.000124163;37;72.6128;12.6592
0.00613709;-0.0023171;0.000219785;38;73.6207;12.9295
0.00629429;-0.00245483;0.000163463;39;74.6287;13.3141
0.00641106;-0.00246406;0.0001535;40;75.5904;13.537
0.0065645;-0.00253766;0.000240513;41;76.5984;14.04
0.00674034;-0.00255249;0.000171852;42;77.6066;14.3438
0.00690114;-0.00263573;0.000204971;43;78.6143;14.5825
0.0070296;-0.00270285;0.000208054;44;79.6223;14.9534
0.00718483;-0.00275625;0.000230786;45;80.6301;15.2986
0.0073302;-0.00281104;0.00019719;46;81.6378;15.6418
0.00748346;-0.00285879;0.000195547;47;82.6001;16.0087
0.00762968;-0.00283475;0.000212742;48;83.6079;16.3362
0.00778738;-0.00284178;0.000176516;49;84.6159;16.5512
0.00794146;-0.00296465;0.000182604;50;85.6234;16.999
0.00800031;-0.00303352;0.000139554;51;86.6316;17.3422
0.00819587;-0.00306895;0.0002197;52;87.5936;17.6105
0.00832159;-0.00311559;0.000197483;53;88.6016;17.9656
0.00849382;-0.00313324;0.000244846;54;89.6092;18.2595
0.0086237;-0.00317186;0.000195126;55;90.617;18.6067
0.0087603;-0.00324108;0.000189741;56;91.6249;19.0446
0.00892632;-0.00326426;0.000242158;57;92.6331;19.3425
0.0090336;-0.00334538;0.000189258;58;93.595;19.5752
0.0092323;-0.0033547;0.000237811;59;94.603;19.9362
0.00933734;-0.00339872;0.000235622;60;95.6107;20.2637
0.00946964;-0.00348677;0.000248277;61;96.6186;20.672
0.00964547;-0.00347904;0.000257294;62;97.6266;21.0212
0.00969917;-0.00354216;0.000162193;63;98.6345;21.2914
0.00992501;-0.00358412;0.000192338;64;99.5967;21.5814
0.0100493;-0.00362484;0.000221354;65;100.604;21.9306
0.0101512;-0.00367698;0.000228752;66;101.612;22.191
0.0103091;-0.00370617;0.000224757;67;102.62;22.6328
0.0104471;-0.00374245;0.000261467;68;103.628;22.8597
0.0105688;-0.00378248;0.000234778;69;104.636;23.3134
0.010718;-0.00383998;0.000244006;70;105.598;23.6231
0.0108403;-0.00386026;0.000271445;71;106.606;23.9525
0.0109717;-0.00391417;0.000240557;72;107.614;24.0452
0.0111128;-0.00394164;0.000261095;73;108.621;24.6291
0.0112503;-0.00398822;0.000273006;74;109.629;24.8165
0.0113731;-0.00400827;0.000259292;75;110.591;25.1262
0.0115008;-0.00405898;0.000290323;76;111.6;25.4774
0.0116465;-0.00410711;0.000299193;77;112.607;25.8029
0.0117635;-0.00413953;0.000281821;78;113.615;26.2704
;;;79;114.623;-0.0326
;;;80;115.631;-0.082
;;;81;116.593;-0.1293
;;;82;117.601;-0.0405
;;;83;118.609;-0.0583
;;;84;119.617;-0.1017
;;;85;120.624;-0.1411
;;;86;121.632;-0.1609
;;;87;121.724;-0.1727
