"Average";;;"Analog";;
"exx [1] - engr.";"eyy [1] - engr.";"exy [1] - engr.";"Count";"Time_0";"Force"
0;0;0;0;0;0.8057
7.65655e-06;-9.42013e-06;-2.34597e-06;1;1.0078;0.857
1.68137e-05;-7.18176e-07;-8.02658e-06;2;2.0158;0.8412
8.90551e-06;2.37937e-05;7.11378e-06;3;2.9779;0.8511
2.35486e-06;-1.4627e-05;-6.57732e-06;4;4.9937;0.8827
-3.29791e-06;-1.40732e-05;-1.32652e-05;5;5.9556;0.8708
-2.96801e-06;-1.61049e-05;1.59152e-05;6;15.4388;0.9063
1.26665e-05;-8.50351e-06;9.69953e-06;7;16.4467;0.9261
7.48344e-06;-1.81507e-05;-2.84341e-06;8;17.4545;0.9379
1.54409e-05;-3.97253e-05;-6.98261e-06;9;18.4624;0.8925
1.60521e-05;-2.74944e-05;-5.58667e-06;10;19.4703;0.8649
0.00012845;-7.15707e-05;-1.63218e-05;11;20.4323;1.143
0.000308983;-0.000110227;-4.93401e-06;12;21.4402;1.579
0.000466923;-0.000163557;-1.73288e-05;13;22.4482;1.8571
0.000654088;-0.000224942;-4.31281e-05;14;23.456;2.1688
0.000824853;-0.000275974;-2.81749e-05;15;24.4639;2.5988
0.000985099;-0.000342234;2.04721e-05;16;25.4718;2.9638
0.00115903;-0.000352213;-5.91381e-05;17;26.4338;3.2222
0.00132595;-0.000438813;-7.35195e-05;18;27.4418;3.6818
0.00149432;-0.000500447;-3.86571e-05;19;28.4497;3.9501
0.00166274;-0.000566063;-7.15103e-05;20;29.4574;4.3347
0.0020009;-0.000665545;-4.3308e-05;21;31.4732;5.0626
0.00214936;-0.000734009;-8.28551e-05;22;32.4353;5.394
0.00231684;-0.000797415;-7.76741e-05;23;33.4431;5.6209
0.00248243;-0.000842765;-7.38612e-05;24;34.4511;6.0608
0.00264868;-0.000891334;-0.000105559;25;35.4589;6.3961
0.00279894;-0.00090975;-9.28984e-05;26;36.4669;6.7887
0.0029247;-0.00103022;-6.13012e-05;27;37.4746;7.124
0.00309506;-0.00119553;-9.33639e-05;28;38.4368;7.3469
0.00326987;-0.00114812;-0.000124797;29;39.4446;7.7651
0.00344321;-0.00112977;-5.34175e-05;30;40.4525;8.1656
0.00360232;-0.00119051;-9.37971e-05;31;41.4604;8.422
0.00377614;-0.00125985;-5.13365e-05;32;42.4682;8.7652
0.00389298;-0.00139546;-0.000151088;33;43.4761;9.1953
0.00408949;-0.00135791;-0.000122421;34;44.4382;9.4931
0.00421913;-0.00143045;-0.000116592;35;45.4461;9.7969
0.00436419;-0.00145683;-0.000131118;36;46.4539;10.154
0.00453272;-0.00150332;-0.000117232;37;47.4618;10.5524
0.00469518;-0.00153989;-0.000104177;38;48.4697;10.7635
0.0048257;-0.00159374;-0.000123576;39;49.4317;11.1935
0.00497919;-0.00167762;-0.000111722;40;50.4396;11.5545
0.0051419;-0.00170731;-0.000111881;41;51.4476;11.7952
0.00529138;-0.00176953;-0.000139883;42;52.4554;12.1878
0.00545055;-0.001806;-0.000102627;43;53.4632;12.5724
0.00559052;-0.00186312;-0.000128793;44;54.4711;12.9137
0.00574067;-0.0019025;-0.00013627;45;55.4332;13.178
0.00587812;-0.00195033;-0.000128393;46;56.4411;13.4187
0.00602858;-0.00199959;-0.000139754;47;57.449;13.8941
0.00618367;-0.00204526;-0.000139815;48;58.4568;14.2531
0.00634028;-0.00210115;-0.000141154;49;59.4647;14.4543
0.00650016;-0.00215302;-0.000160662;50;60.4726;14.8962
0.00662259;-0.00219401;-0.000148836;51;61.4346;15.1329
0.00677989;-0.0022444;-0.000161098;52;62.4425;15.5728
0.00692859;-0.00228965;-0.000141977;53;63.4503;15.8411
0.00707516;-0.00232851;-0.000172965;54;64.4583;16.2395
0.00721522;-0.00238289;-0.000146386;55;65.4662;16.5788
0.00737688;-0.00241811;-0.000139345;56;66.474;16.8589
0.00750634;-0.00246826;-0.000158234;57;67.4362;17.1627
0.00764366;-0.00250908;-0.00016766;58;68.4439;17.4961
0.00793169;-0.0026009;-0.000187222;59;70.4596;18.2279
0.00807995;-0.00264153;-0.00017496;60;71.4676;18.4627
0.00822995;-0.0026901;-0.000154099;61;72.4755;18.8809
0.00834304;-0.00272924;-0.000199087;62;73.4375;19.1827
0.00851383;-0.00277984;-0.000158236;63;74.4454;19.4746
0.00864132;-0.00281453;-0.000182459;64;75.4533;19.8021
0.0087874;-0.00287704;-0.000175638;65;76.4611;20.1651
0.00893927;-0.00290869;-0.000159067;66;77.4691;20.5182
0.00906754;-0.00294963;-0.000178175;67;78.4311;20.7943
0.00922174;-0.00299285;-0.000174404;68;79.4389;21.0981
0.00936165;-0.00304664;-0.00017885;69;80.4469;21.5538
0.00949437;-0.00307567;-0.00018714;70;81.4546;21.7728
0.00962653;-0.00312138;-0.000185613;71;82.4627;22.1456
0.0097702;-0.00316879;-0.000192759;72;83.4704;22.4612
0.00990488;-0.00319793;-0.000181509;73;84.4325;22.8281
0.0100328;-0.00323905;-0.000191137;74;85.4404;23.122
0.0101457;-0.00328367;-0.000191853;75;86.4483;23.4396
0.0103053;-0.00331547;-0.000216318;76;87.4562;23.8401
0.0104422;-0.00336885;-0.000208776;77;88.464;24.0906
0.0105733;-0.00340664;-0.000193286;78;89.4719;24.4555
0.0107026;-0.00346742;-0.000241258;79;90.4339;24.6785
0.0108381;-0.00347918;-0.000196577;80;91.4418;24.9605
0.0109571;-0.00351693;-0.000203437;81;92.4498;25.4004
0.0111076;-0.00355976;-0.00021557;82;93.4576;25.6095
0.0112479;-0.00360693;-0.000241078;83;94.4655;26.0633
0.0113777;-0.00363504;-0.000215693;84;95.4734;26.3631
0.0114933;-0.00367491;-0.000224315;85;96.4354;26.5742
0.0116374;-0.00369946;-0.000206469;86;97.4432;26.9707
0.0117187;-0.00374483;-0.000208081;87;98.4511;27.2705
0.0119012;-0.00379873;-0.000282567;88;99.4591;27.592
0.0120353;-0.00379774;-0.000246872;89;100.467;27.9669
0.0121651;-0.00385624;-0.00023552;90;101.475;28.2746
0.0122985;-0.00388123;-0.000213466;91;102.437;28.5074
0.0124157;-0.00394289;-0.000201494;92;103.445;28.8309
0.0125537;-0.00397162;-0.000204754;93;104.453;29.2116
0.0126756;-0.00401053;-0.000228075;94;105.461;29.4503
0.0128135;-0.00404652;-0.000217009;95;106.468;29.8685
0.0129442;-0.00408422;-0.000227187;96;107.476;30.0539
0.0130406;-0.0041185;-0.00021526;97;108.438;30.3972
0.0131785;-0.00423172;-0.000316258;98;109.446;30.6516
0.0133135;-0.00427012;-0.000341422;99;110.454;31.0679
0.0134364;-0.00429919;-0.000311473;100;111.462;31.419
0.0135618;-0.00434608;-0.000316607;101;112.47;31.6912
;;;102;113.432;-0.0543
;;;103;114.44;-0.1135
;;;104;115.448;-0.1727
;;;105;116.455;-0.0504
;;;106;117.463;-0.1392
;;;107;118.471;-0.1234
;;;108;119.433;-0.0642
;;;109;120.441;-0.1609
;;;110;121.403;-0.1668
