"Average";;;"Analog";;
0.0141488;-0.00431739;0.000356215;94;94.0073;29.5805
0.0142801;-0.00435075;0.000359302;95;95.0152;29.9296
0.0143984;-0.004396;0.000360257;96;96.0231;30.0934
0.0145316;-0.00442355;0.000328534;97;97.031;30.4859
0.0146589;-0.00445547;0.000359694;98;98.0388;30.6931
0.0147712;-0.00449144;0.000369032;99;99.0008;31.0462
0.0148952;-0.00452043;0.000353445;100;100.009;31.3657
0.0150345;-0.00456984;0.00037514;101;101.017;31.6853
;;;102;102.024;-0.076
;;;103;103.032;-0.0622
;;;104;104.04;-0.0839
;;;105;105.002;-0.1806
;;;106;106.01;-0.0977
;;;107;107.018;-0.0997
;;;108;108.026;-0.0977
;;;109;109.034;-0.1175
;;;110;110.042;-0.0741
;;;111;111.004;-0.1254
;;;112;111.187;-0.0642
