,Time [s],Load [N],Displacement [mm]
0,0.0078125,-153.9564458781776,-0.00019803643
1,0.012695313,-148.53198642829042,-0.00052034855
2,0.017578125,-151.7223265795776,-0.00085160136
3,0.022460938,-144.78672618418162,-0.00062987208
4,0.02734375,-138.55388697470482,0.0012950599
5,0.032226563,-147.096883382812,-0.0019012392000000002
6,0.037109375,-132.6626978734376,2.8610229e-05
7,0.041992188,-136.6448437106328,-0.0011001527
8,0.046875,-134.0251080815288,0.0005882978400000001
9,0.051757813,-134.515355480508,0.0012561679
10,0.056640625,-127.511474883552,0.0026844442
11,0.061523438,-131.2568062992064,0.0027112663
12,0.06640625,-129.5809165702984,0.0020058453
13,0.071289063,-129.38496351237518,0.0006200373200000001
14,0.076171875,-133.7662616184032,0.00044256449
15,0.081054688,-126.70128914599282,0.0014296174
16,0.0859375,-135.6982577059312,0.0016187131
17,0.09082031300000001,-133.16991523782082,0.0015829504
18,0.095703125,-134.3115735525688,0.0023205578
19,0.10058594,-143.29045119526,0.0022105873
20,0.10546875,-135.4457721996936,0.0010362267
21,0.11035156,-136.0766990549944,0.0008757412400000001
22,0.11523438,-135.1758674576704,0.0025364757
23,0.12011719,-126.37474519833678,0.0007259845699999999
24,0.125,-131.1088495523472,0.0016129017000000002
25,0.12988281,-124.5068657769512,0.0038208066999999997
26,0.13476563,-116.1102025148192,0.0027662515999999997
27,0.13964844,-121.3970962635048,0.0039093196
28,0.14453125,-116.44965075333681,0.0047399104
29,0.14941406,-119.68432632931122,0.0041234493
30,0.15429688,-123.7675357612584,0.0053890049
31,0.15917969,-125.4486832880976,0.0050792098
32,0.1640625,-121.2113162883808,0.0050532818
33,0.16894531,-125.53590401723041,0.0043179095
34,0.17382813,-123.67414090054481,0.00458166
35,0.17871094,-117.5939691046016,0.0043791533
36,0.18359375,-116.0925519715104,0.004180222700000001
37,0.18847656,-110.0246350260752,0.005711317099999999
38,0.19335938,-115.4904051099616,0.0049106777
39,0.19824219,-112.252562400208,0.005346089599999999
40,0.203125,-109.1238568074104,0.0046876072999999996
41,0.20800781,-109.73740446092,0.0055991113
42,0.21289063,-119.23700871699361,0.006322860699999999
43,0.21777344,-116.54240951836161,0.0064569712
44,0.22265625,-110.77455625739759,0.0061999261
45,0.22753906,-120.3154889403568,0.004931688300000001
46,0.23242188,-119.3693877918096,0.0059361756
47,0.23730469,-114.9514808220136,0.0051319599
48,0.2421875,-108.9646638527896,0.0063210726
49,0.24707031,-110.22007209029279,0.0063680112
50,0.25195313,-108.6422256136704,0.0055316091
51,0.25683594,-101.5740148359352,0.0078481436
52,0.26171875,-91.60035470750641,0.00722453
53,0.26660156,-90.8959521278168,0.009611696
54,0.27148438,-96.7069264489712,0.009915679699999999
55,0.27636719,-97.5313687367584,0.0082375109
56,0.28125,-88.2049782297888,0.008649677
57,0.28613281,-95.5079305577992,0.0080783665
58,0.29101563,-102.68970443298241,0.0091186166
59,0.29589844,-96.6837779037648,0.0088101625
60,0.30078125,-91.05269411233601,0.0083528459
61,0.30566406,-98.9177993414896,0.0089174509
62,0.31054688,-99.6030701200776,0.0099295378
63,0.31542969,-91.46399447435839,0.0086040795
64,0.3203125,-84.10281937382561,0.0085526705
65,0.32519531,-78.835008495804,0.0091467798
66,0.33007813,-85.0485646646448,0.010597855
67,0.33496094,-79.73326457282161,0.01057148
68,0.33984375,-72.86049085930401,0.01159206
69,0.34472656,-83.09160070927601,0.010333657
70,0.34960938,-82.9954390547272,0.011784285
71,0.35449219,-82.84621011649041,0.0095021725
72,0.359375,-71.11299810730081,0.011084229
73,0.36425781,-75.72745864493601,0.011216998
74,0.36914063,-75.15230804027759,0.010721683999999999
75,0.37402344,-70.01938058583279,0.011107028
76,0.37890625,-72.9999470546856,0.010587126
77,0.38378906,-74.82092887574241,0.011456609
78,0.38867188,-76.01106390948722,0.01254335
79,0.39355469,-80.80025948801361,0.012301058
80,0.3984375,-79.7514133169496,0.011329651000000001
81,0.40332031,-66.9844257114768,0.01044184
82,0.40820313,-76.6934922744728,0.010641663999999999
83,0.41308594,-59.63018983664,0.011574626000000001
84,0.41796875,-57.6680036691128,0.014260858000000001
85,0.42285156,-56.218595142968795,0.013836622
86,0.42773438,-60.4550547054792,0.014023036000000001
87,0.43261719,-59.77673649725201,0.012014955
88,0.4375,-45.896234475094396,0.014903693999999999
89,0.44238281,-46.655287905361604,0.01406014
90,0.44726563,-52.2271169368568,0.014579594
91,0.45214844,-51.2497714797912,0.013831258
92,0.45703125,-38.81501131471272,0.015597939
93,0.46191406,-31.99969928300176,0.016922057
94,0.46679688,-42.21568784846672,0.015638173000000002
95,0.47167969,-53.8327381091496,0.015296638000000001
96,0.4765625,-52.5950515865008,0.016572475
97,0.48144531,-56.9060855841352,0.014654696000000002
98,0.48632813,-54.6797284322272,0.015483499
99,0.49121094,-68.2868738924,0.016246587
100,0.49609375,-65.22826337557521,0.01536727
101,0.50097656,-60.0533402610048,0.015672593999999998
102,0.50585938,-70.95157214543681,0.016290396000000002
103,0.51074219,-68.552143587516,0.014224201
104,0.515625,-60.3174133845104,0.014154017
105,0.52050781,-54.0398295139592,0.016580968999999997
106,0.52539063,-66.2358789806288,0.014934093
107,0.53027344,-50.4126428640008,0.014242976999999999
108,0.53515625,-50.1923936196984,0.01627028
109,0.54003906,-38.630396773647924,0.015455782
110,0.54492188,-29.974475587892318,0.015812963
111,0.54980469,-27.3144515261128,0.018288642
112,0.5546875,-17.87206429965784,0.017401725
113,0.55957031,-15.194541378926077,0.018089712
114,0.56445313,-18.70662762605152,0.017884523
115,0.56933594,-16.81602757837744,0.018908232
116,0.57421875,-12.18103760841392,0.017956048
117,0.57910156,-9.930538623416238,0.018640906000000002
118,0.58398438,-11.71785363447128,0.019506812
119,0.58886719,-14.09511448004848,0.018526465
120,0.59375,-0.904171277619064,0.018947572
121,0.59863281,-11.67320594462776,0.018256009
122,0.60351563,-12.765940494108161,0.018566251000000002
123,0.60839844,-13.192572096697122,0.019216239
124,0.61328125,-6.57269179133784,0.019216686
125,0.61816406,-3.903321081850184,0.019425005
126,0.62304688,-4.14036818986288,0.018745512
127,0.62792969,-1.811952331548744,0.020314604
128,0.6328125,-4.988547077752,0.019760728
129,0.63769531,6.01750658450888,0.019930154
130,0.64257813,7.395854770592881,0.021919459
131,0.64746094,0.447899573149528,0.021040142
132,0.65234375,6.25660739195208,0.019779503
133,0.65722656,8.11319233387312,0.019883215
134,0.66210938,8.57769609516448,0.02085954
135,0.66699219,2.48319324128148,0.022243112000000002
136,0.671875,1.569964050018336,0.020629317
137,0.67675781,10.01254470236736,0.019234568
138,0.68164063,14.535922120054481,0.022448747999999998
139,0.68652344,2.766934799342504,0.021497011
140,0.69140625,18.420801809277602,0.021107197
141,0.69628906,10.700049377842879,0.023026763999999998
142,0.70117188,4.922145360173681,0.022793412000000002
143,0.70605469,10.60756284398,0.020911843
144,0.7109375,18.118802703588237,0.020966828
145,0.71582031,25.2820479565188,0.022347271000000002
146,0.72070313,31.7982922605748,0.023557842000000002
147,0.72558594,23.278626774759598,0.024366081
148,0.73046875,29.957101723967043,0.024064332
149,0.73535156,39.09511627368689,0.023003519
150,0.74023438,28.890895478464724,0.023465306000000002
151,0.74511719,37.7899244296808,0.024733542999999997
152,0.75,38.37385271002248,0.024178326
153,0.75488281,45.5257821320248,0.023940057
154,0.75976563,48.600864413434394,0.025240033999999998
155,0.76464844,39.21655672676631,0.024075955
156,0.76953125,44.24334872419081,0.025480986
157,0.77441406,47.6695713945936,0.024668276
158,0.77929688,41.047080427977285,0.023778677
159,0.78417969,42.850216873619196,0.024626255
160,0.7890625,40.508772218720885,0.024755001000000002
161,0.79394531,39.83237341811409,0.024556965
162,0.79882813,39.61643494536424,0.024193972
163,0.80371094,37.026323582471925,0.025240928
164,0.80859375,42.075149400769845,0.024680346000000002
165,0.81347656,48.191192100517604,0.025411695
166,0.81835938,42.5969729455988,0.026011616
167,0.82324219,45.4663272021192,0.025242268999999998
168,0.828125,61.12667389197681,0.025634319
169,0.83300781,62.84169907452161,0.026995092999999998
170,0.83789063,58.829803531265604,0.02684176
171,0.84277344,67.03475733888081,0.027255714
172,0.84765625,67.40301226048,0.027917772999999996
173,0.85253906,64.577012595784,0.027269125
174,0.85742188,70.4185017171144,0.027991533
175,0.86230469,73.47237932615681,0.027845799999999997
176,0.8671875,73.91187696490161,0.028262883
177,0.87207031,75.0220730082728,0.027989745
178,0.87695313,73.0344118756424,0.028089881
179,0.88183594,74.6442988924496,0.028797537
180,0.88671875,90.190517560716,0.030674636
181,0.89160156,82.65273471799838,0.029792637
182,0.89648438,76.7602778735752,0.030580312000000002
183,0.90136719,67.5195823557296,0.029145777
184,0.90625,67.15536197112161,0.030089915
185,0.91113281,53.6655383556488,0.028658062
186,0.91601563,58.943117528304,0.02983287
187,0.92089844,56.5384667582248,0.029572695
188,0.92578125,58.45842150988161,0.028858334
189,0.93066406,56.050287782289594,0.028751493
190,0.93554688,59.923710187137594,0.029378682000000003
191,0.94042969,64.2067426298,0.028555244
192,0.9453125,78.9651367704904,0.028912872000000003
193,0.95019531,75.2466681650784,0.028194487
194,0.95507813,80.4456250209536,0.029041171
195,0.95996094,97.5540324258104,0.031132847
196,0.96484375,103.7868671870656,0.032293797
197,0.96972656,103.0922907288904,0.031793117999999995
198,0.97460938,102.93791075004081,0.031186044
199,0.97949219,91.824015737776,0.031794012
200,0.984375,90.112317824988,0.030961186
201,0.98925781,95.74062147791682,0.031514615
202,0.99414063,87.50237273162561,0.031577647
203,0.99902344,90.3499685121896,0.031088143999999998
204,1.0039063,99.72451101797921,0.031861067
205,1.0087891,93.1348755057448,0.03169477
206,1.0136719,101.2671409241944,0.03120929
207,1.0185547,110.1166998685304,0.032027363999999996
208,1.0234375,121.2383881650384,0.032795817000000005
209,1.0283203,133.8613201139952,0.034751594
210,1.0332031,124.70879279648321,0.035420358
211,1.0380859,116.72528925300242,0.03443107
212,1.0429688,123.9864727801888,0.035133362
213,1.0478516,120.17586371255442,0.035293847
214,1.0527343999999998,110.81431001383682,0.034555346
215,1.0576172,116.031949400432,0.034630895
216,1.0625,114.5700680609216,0.035669804
217,1.0673828,112.3450943059312,0.033233017000000004
218,1.0722656000000002,115.2288852656544,0.035097152
219,1.0771483999999998,107.6903373288216,0.03428176
220,1.0820313,111.6554019950728,0.034611672
221,1.0869141000000002,113.1707598546584,0.034335405
222,1.0917968999999998,107.10094796682161,0.034756958
223,1.0966797,105.1118634032792,0.034767687
224,1.1015625,112.50909578810162,0.034592897000000004
225,1.1064453,116.3494990440128,0.034129769
226,1.1113281000000002,115.265298407672,0.034294277000000005
227,1.1162108999999998,123.73374262176321,0.035352409
228,1.1210938,133.1916270074504,0.03465414
229,1.1259766000000002,142.4837261741056,0.034588873
230,1.1308593999999998,154.99849071841518,0.037583113
231,1.1357422,142.3721069494968,0.039399415
232,1.140625,151.5340244628064,0.038073957
233,1.1455078,154.6176295368016,0.03709808
234,1.1503906000000002,150.41044816886242,0.038556308
235,1.1552733999999998,150.0658133039592,0.038216114
236,1.1601563,159.2046223060568,0.038338155
237,1.1650391000000002,159.91024369846483,0.038124919
238,1.1699218999999998,158.09305621043282,0.037242472
239,1.1748047,167.690303378848,0.039735585
240,1.1796875,168.9118917875264,0.039280951
241,1.1845703,165.67613084548162,0.038167387000000004
242,1.1894531000000002,161.8526931067528,0.039722174
243,1.1943358999999998,147.6455804136152,0.038686395
244,1.1992188,158.78154305323758,0.040043145
245,1.2041016000000002,150.72253539631842,0.038311332000000003
246,1.2089843999999998,148.150111052152,0.041442811
247,1.2138672,133.5907125529592,0.040340424
248,1.21875,141.3927820338192,0.038549155
249,1.2236328,144.46885182042402,0.03779009
250,1.2285156000000002,135.6003301074072,0.038179904
251,1.2333983999999998,134.1139968937616,0.039846003
252,1.2382813,149.551901366068,0.038408786
253,1.2431641000000002,155.5949705456456,0.038966238
254,1.2480468999999998,155.15816408096882,0.039171875
255,1.2529297,160.0576844516184,0.040052533
256,1.2578125,172.74944818161362,0.03973335
257,1.2626953,188.8268556804656,0.039935857000000005
258,1.2675781000000002,189.2695693834272,0.040224642000000005
259,1.2724608999999998,188.69117602522243,0.041656494
260,1.2773438,187.2356600908216,0.043280125
261,1.2822266000000002,196.6245481112712,0.041018575
262,1.2871093999999998,191.90377507739598,0.041824579
263,1.2919922,184.9951220084528,0.042014569
264,1.296875,189.64764597831922,0.042008311
265,1.3017578,201.76921442251842,0.042669028
266,1.3066406000000002,198.11176207279362,0.042722672
267,1.3115233999999998,191.2489568238816,0.042854548
268,1.3164063,198.2562180692536,0.042527765
269,1.3212891000000002,208.34776051830403,0.042151809000000005
270,1.3261718999999998,211.853203791292,0.044000745
271,1.3310547,199.3031826425808,0.044222921
272,1.3359375,208.3752683206784,0.044185817
273,1.3408203,207.226252647404,0.043800473
274,1.3457031000000002,206.94313223900718,0.044203252
275,1.3505858999999998,196.4910391881688,0.043423175999999994
276,1.3554688,209.9671444882272,0.042747705999999996
277,1.3603516000000002,212.78627609877282,0.042840689
278,1.3652343999999998,207.58630949659442,0.043166578
279,1.3701172,208.1012756630048,0.044276565
280,1.375,219.108764766376,0.043837577
281,1.3798828,219.5822067841504,0.044739693
282,1.3847656000000002,209.69116792372,0.044553727
283,1.3896483999999998,213.44177493019203,0.044214427
284,1.3945313,207.8669878313328,0.04432350400000001
285,1.3994141000000002,220.69725138906557,0.04634276
286,1.4042968999999998,209.94420056121442,0.044602007
287,1.4091797,214.54463140792322,0.04488945
288,1.4140625,226.8735537020064,0.045695454
289,1.4189453,224.48218532162483,0.045268089000000004
290,1.4238281000000002,228.6652395356056,0.045366883
291,1.4287108999999998,231.75726064486798,0.046270788
292,1.4335938,239.84357148596803,0.048268139
293,1.4384766000000002,245.5766885844576,0.047801882000000004
294,1.4433593999999998,242.4547709778216,0.048494339000000004
295,1.4482422,233.68178816832963,0.047459006
296,1.453125,244.07703739534162,0.047442019
297,1.4580078,239.82853649696,0.047593564000000005
298,1.4628906000000002,242.48860415131116,0.048004835999999995
299,1.4677733999999998,242.2841149561376,0.048440248
300,1.4726563,242.15002776422725,0.048344582000000004
301,1.4775391000000002,249.40051776668724,0.047090203
302,1.4824218999999998,246.23887309294162,0.048889071
303,1.4873047,235.45619710923438,0.048944503
304,1.4921875,246.27109601021198,0.049194842999999995
305,1.4970703,250.43565451878,0.046961904000000006
306,1.5019531000000002,244.2213199111592,0.04928872
307,1.5068358999999998,236.1006643510856,0.048012435
308,1.5117188,247.69430451113197,0.048075467000000004
309,1.5166016000000002,246.9277291381392,0.048129559
310,1.5214843999999998,238.12425821780081,0.047704875
311,1.5263672,250.28476639388643,0.048358887
312,1.53125,261.02909425918,0.049682110999999994
313,1.5361328,259.9465483612744,0.048741102
314,1.5410156000000002,270.7361635706776,0.050797909
315,1.5458983999999998,260.3042965834544,0.050090699999999995
316,1.5507813,269.2504219705048,0.051163584000000005
317,1.5556641000000002,273.426265617272,0.051582456
318,1.5605468999999998,277.71323473605037,0.051113516
319,1.5654297,275.1491908413784,0.051557422
320,1.5703125,274.50653847394,0.05090341
321,1.5751953,281.18866140968163,0.050769746
322,1.5800781000000002,282.4658703812464,0.051630735
323,1.5849608999999998,280.80546046350645,0.05210638
324,1.5898438,283.4097162814424,0.051734
325,1.5947266000000002,288.4321766006728,0.051456392000000004
326,1.5996093999999998,286.0679023380568,0.052729099999999994
327,1.6044922,276.7371837114704,0.05290255
328,1.609375,276.0630201422176,0.052489042
329,1.6142578,282.1928474358816,0.052903890999999995
330,1.6191406000000002,271.5364030847392,0.052184165
331,1.6240233999999998,275.6262136775408,0.053474754000000006
332,1.6289063,282.2730755606592,0.053591877
333,1.6337891000000002,279.3358570112984,0.052516758
334,1.6386718999999996,278.5800063005832,0.05233258
335,1.6435547,278.7792688353768,0.05093962
336,1.6484375,293.5153284554136,0.052388906
337,1.6533203,296.1670823835944,0.05484938599999999
