,Time [s],Chan,Load [N],E [eu]
0,17.516382699999998,2.0,3920.625,377.2
1,17.516417399999998,1.0,3920.625,81.8
2,19.432988100000003,2.0,4683.75,98.4
3,19.551707500000003,2.0,4719.375,617.3
4,19.5517445,1.0,4719.375,74.8
5,24.1495505,2.0,6558.75,121.7
6,29.5130051,2.0,8641.875,217.7
7,29.7080545,2.0,8739.375,44.5
8,32.5194416,2.0,9821.25,713.1
9,32.5194707,1.0,9821.25,293.6
10,33.664190600000005,2.0,10267.5,52.3
11,33.8992352,2.0,10316.25,278.6
12,34.6985615,2.0,10648.125,98.3
13,34.7265771,2.0,10666.875,1446.0
14,34.7266057,1.0,10666.875,357.6
15,34.8957304,2.0,10726.875,27.4
16,35.182992299999995,2.0,10839.375,501.8
17,35.183020899999995,1.0,10839.375,154.3
18,35.4361474,2.0,10935.0,667.2
19,35.436179100000004,1.0,10935.0,100.2
20,35.4371515,2.0,10935.0,4966.8
21,35.43718079999999,1.0,10935.0,1079.7
22,35.496615500000004,2.0,10965.0,1249.7
23,35.496644200000006,1.0,10965.0,231.1
24,35.5003651,2.0,10976.25,468.8
25,35.50041669999999,1.0,10976.25,49.2
26,35.561927600000004,2.0,10978.125,178.1
27,37.6464545,2.0,11799.375,2247.6
28,37.6464841,1.0,11799.375,647.8
29,38.3883609,2.0,12061.875,276.5
30,38.486888,2.0,12101.25,24.1
31,40.2570411,2.0,12780.0,2553.0
32,40.2570696,1.0,12780.0,408.2
33,40.6620465,2.0,12930.0,155.9
34,41.212895,2.0,13149.375,207.2
35,42.1186983,2.0,13483.125,231.4
36,42.4743589,2.0,13636.875,142.2
37,43.809,2.0,14071.875,48.3
38,44.01417120000001,2.0,14201.25,42.1
39,44.0892845,2.0,14208.75,128.9
40,44.432772,2.0,14358.75,727.7
41,44.4328191,1.0,14358.75,80.2
42,44.9261807,2.0,14536.875,181.9
43,45.02278,2.0,14583.75,77.7
44,45.0528641,2.0,14583.75,129.1
45,45.9335029,2.0,14881.875,379.4
46,46.1484052,2.0,15007.5,134.6
47,46.6234666,2.0,15161.25,131.4
48,46.7204883,1.0,15217.5,51.1
49,46.7213639,2.0,15217.5,47.6
50,46.8076805,2.0,15228.75,43.0
51,46.9317255,2.0,15273.75,131.2
52,47.1996526,2.0,15335.625,297.2
53,47.1996841,1.0,15335.625,60.8
54,47.5182011,2.0,15500.625,46.7
55,47.75315629999999,2.0,15581.25,186.5
56,47.901227,2.0,15603.75,44.0
57,48.5754341,2.0,15896.25,81.0
58,48.7321878,2.0,15965.625,88.3
59,49.0579898,2.0,16078.125,2406.5
60,49.058012700000006,1.0,16078.125,762.7
61,49.087653100000004,2.0,16091.25,113.9
62,49.0900885,2.0,16096.875,211.9
63,49.0901203,1.0,16096.875,45.1
64,49.6715271,2.0,16312.5,101.8
65,49.933998700000004,2.0,16408.125,317.7
66,49.934028600000005,1.0,16408.125,99.0
67,49.9347649,2.0,16408.125,89.2
68,50.0833154,2.0,16466.25,309.3
69,50.085581700000006,1.0,16466.25,383.9
70,50.0856097,2.0,16466.25,233.5
71,50.1192479,2.0,16471.875,218.5
72,50.1455458,2.0,16492.5,943.8
73,50.1455756,1.0,16492.5,291.7
74,50.20004229999999,1.0,16500.0,58.5
75,50.293167600000004,2.0,16520.625,1778.9
76,50.2931958,1.0,16520.625,454.5
77,50.5311014,2.0,16636.875,45.4
78,50.540899200000005,2.0,16650.0,105.0
79,51.0233794,2.0,16800.0,49.1
80,51.0592756,1.0,16828.125,92.4
81,51.241159700000004,2.0,16901.25,675.4
82,51.2411878,1.0,16901.25,342.0
83,51.580748,2.0,16972.5,92.2
84,51.7040849,2.0,17070.0,63.2
85,51.7639869,2.0,17079.375,94.9
86,51.796671200000006,2.0,17094.375,336.0
87,52.358766700000004,2.0,17311.875,361.9
88,52.4757,2.0,17343.75,404.4
89,52.7421948,2.0,17426.25,398.1
90,52.74222339999999,1.0,17426.25,117.3
91,52.7859468,2.0,17450.625,87971.9
92,52.7859698,1.0,17450.625,30129.5
93,52.8006051,2.0,17469.375,90.1
94,52.88511020000001,2.0,17490.0,243.7
95,53.0661064,2.0,17565.0,133.5
96,53.1637329,2.0,17591.25,85.4
97,53.30603670000001,2.0,17606.25,127.8
98,53.30607070000001,1.0,17606.25,55.6
99,53.3615386,2.0,17685.0,131.1
100,53.3895721,2.0,17683.125,99.5
101,53.45712579999999,2.0,17707.5,29.1
102,53.59484570000001,2.0,17752.5,66.6
103,53.6406636,2.0,17784.375,106.3
104,54.04312879999999,2.0,17921.25,335.3
105,54.0431572,1.0,17921.25,196.9
106,54.051492700000004,2.0,17928.75,194.3
107,54.0515266,1.0,17928.75,56.7
108,54.1023986,2.0,17949.375,101.4
109,54.264332700000004,2.0,17996.25,1957.0
110,54.264356400000004,1.0,17996.25,505.6
111,54.56293420000001,2.0,18095.625,165.7
112,54.6554657,2.0,18153.75,122.9
113,54.8847844,2.0,18223.125,178.4
114,55.0580087,2.0,18296.25,154.3
115,55.3381801,2.0,18399.375,167.4
116,55.46049839999999,2.0,18446.25,213.8
117,55.460533700000006,1.0,18446.25,65.9
118,55.4818447,2.0,18442.5,1295.3
119,55.4818732,1.0,18442.5,408.0
120,55.493589,2.0,18451.875,9287.9
121,55.493612600000006,1.0,18451.875,3253.4
122,55.5003855,2.0,18461.25,880.0
123,55.5004152,1.0,18461.25,269.5
124,55.5094619,2.0,18461.25,167.4
125,55.57563689999999,2.0,18461.25,28.2
126,55.6009832,2.0,18502.5,1015.9
127,55.6010113,1.0,18502.5,277.5
