,Time [s],Chan,Load [N],E [eu]
0,1.8034609000000001,1.0,-399.375,153.4
1,5.3538434,1.0,-390.0,448.9
2,8.152956699999999,1.0,-240.0,916.5
3,9.6178298,1.0,-20.625,48.7
4,10.33864,1.0,84.375,95.2
5,10.4206632,1.0,99.375,45.1
6,11.437666900000002,1.0,245.625,96.0
7,13.675962099999998,1.0,556.875,325.7
8,15.180990300000001,1.0,763.125,44.0
9,18.8290502,1.0,1246.875,979.2
10,19.0148908,1.0,1261.875,297.0
11,20.7649922,1.0,1498.125,779.2
12,20.891064899999996,1.0,1509.375,669.0
13,21.5252454,1.0,1590.0,33.9
14,21.5386917,1.0,1588.125,51.5
15,23.4143104,1.0,1820.625,89.1
16,24.1390539,1.0,1906.875,31.0
17,24.203567,1.0,1914.375,44.3
18,24.7410619,1.0,1989.375,43.5
19,24.7793341,1.0,1985.625,174.8
20,24.8499328,1.0,1995.0,73.6
21,26.304562199999996,1.0,2178.75,223.8
22,26.4639838,1.0,2191.875,126.6
23,26.590314399999997,1.0,2205.0,166.9
24,26.594155199999996,1.0,2205.0,231.5
25,26.716206899999996,1.0,2221.875,78.6
26,27.4360006,1.0,2311.875,65.3
27,28.0122272,1.0,2383.125,24.0
28,28.9603277,1.0,2488.125,202.1
29,29.1444647,1.0,2512.5,424.1
30,29.370971500000003,1.0,2535.0,85.4
31,29.4390515,1.0,2546.25,318.5
32,29.6183561,1.0,2551.875,133.5
33,29.9872152,1.0,2604.375,245.7
34,30.5088025,1.0,2664.375,107.8
35,30.6568206,1.0,2685.0,753.4
36,31.2411664,1.0,2752.5,115.0
37,31.2424867,1.0,2752.5,430.3
38,31.3128068,1.0,2754.375,41.1
39,31.5342409,1.0,2784.375,183.4
40,31.6664314,1.0,2799.375,219.3
41,31.7901069,1.0,2808.75,182.0
42,31.8467812,1.0,2820.0,1025.8
43,32.3617837,1.0,2878.125,168.6
44,32.5134683,1.0,2889.375,2208.6
45,32.6864416,1.0,2910.0,834.5
46,33.600807399999994,1.0,3000.0,62.7
47,33.8225289,1.0,3035.625,147.3
48,34.0137538,1.0,3050.625,211.2
49,34.0526241,1.0,3063.75,297.7
50,34.2877717,1.0,3082.5,146.4
51,34.5171234,1.0,3108.75,243.8
52,34.5187563,1.0,3108.75,340.3
53,34.6418148,1.0,3125.625,132.0
54,34.6931166,1.0,3127.5,216.9
55,35.1539945,1.0,3176.25,127.3
56,35.1862391,1.0,3180.0,118.6
57,35.393900200000004,1.0,3198.75,124.4
58,35.6792454,1.0,3232.5,234.0
59,35.750950700000004,1.0,3243.75,555.3
60,35.897149799999994,1.0,3253.125,248.5
61,36.0668649,1.0,3275.625,805.8
62,36.076949799999994,1.0,3275.625,4057.6
63,36.1157511,1.0,3275.625,998.3
64,36.187762,1.0,3286.875,70.0
65,36.4224541,1.0,3309.375,153.9
66,36.4280996,1.0,3309.375,343.5
67,36.4527065,1.0,3318.75,2692.8
68,36.4614971,1.0,3320.625,117.0
69,36.578762899999994,1.0,3322.5,451.6
70,36.6591665,1.0,3341.25,219.6
71,36.7487957,1.0,3348.75,663.1
72,36.8052073,1.0,3354.375,139.8
73,36.8811473,1.0,3361.875,115.6
74,36.9514416,1.0,3367.5,410.0
