,Time [s],Chan,Load [N],E [eu]
0,0.5090578,1.0,-378.75,915.4
1,4.7725824,1.0,-375.0,253.1
2,5.8230141,1.0,-375.0,366.3
3,26.4888822,1.0,-384.375,11185.8
4,35.0253495,1.0,358.125,430.9
5,41.1200451,1.0,1121.25,60.5
6,42.3662266,1.0,1271.25,156.7
7,43.3154351,1.0,1389.375,147.7
8,44.4910731,1.0,1531.875,219.7
9,45.8863313,1.0,1696.875,1029.0
10,46.9160023,1.0,1824.375,2004.0
11,54.1523191,1.0,2651.25,185.4
12,54.4273971,1.0,2679.375,65.4
13,57.4875667,1.0,3011.25,82.1
14,59.289143700000004,1.0,3210.0,128.5
15,61.0826646,1.0,3401.25,207.7
16,62.000305000000004,1.0,3498.75,115.3
17,62.522265000000004,1.0,3551.25,49.2
18,63.583609700000004,1.0,3661.875,493.0
19,63.7183986,1.0,3682.5,7883.4
20,63.8842784,1.0,3695.625,57.7
21,65.05721820000001,1.0,3815.625,515.6
22,66.06904519999999,1.0,3920.625,501.2
23,66.4602807,1.0,3956.25,476.5
24,67.3050068,1.0,4040.625,576.8
25,67.3087848,1.0,4040.625,192.9
26,69.60330920000001,1.0,4273.125,294.2
27,69.7943367,1.0,4290.0,136.5
28,69.81001590000001,1.0,4295.625,295.4
29,70.9674686,1.0,4402.5,11480.4
30,70.96979209999998,1.0,4402.5,3200.1
31,72.3311622,1.0,4539.375,117019.0
32,72.37739859999998,1.0,4539.375,124.4
33,72.50663859999999,1.0,4554.375,157.3
34,74.518338,1.0,4747.5,143.3
35,76.31833569999998,1.0,4918.125,383.3
36,77.0992828,1.0,4991.25,120.3
37,77.2291462,1.0,5000.625,2715.1
38,77.91884089999998,1.0,5068.125,55.1
39,78.51956170000001,1.0,5122.5,14752.8
40,78.96258739999998,1.0,5163.75,458.3
41,79.02579890000001,1.0,5169.375,54468.0
42,79.71832529999998,1.0,5231.25,217.0
43,79.76977509999998,1.0,5235.0,128.0
44,79.8009905,1.0,5238.75,283.0
45,80.5156959,1.0,5304.375,2767.8
46,81.0540772,1.0,5355.0,1320.3
47,81.2056853,1.0,5364.375,41.4
48,81.278679,1.0,5371.875,288.1
49,81.3966433,1.0,5383.125,3919.1
50,81.6633628,1.0,5403.75,91.3
51,81.95908890000001,1.0,5431.875,163.8
52,82.42579529999998,1.0,5475.0,287.8
53,82.44562459999999,1.0,5471.25,109.3
54,82.8633488,1.0,5510.625,349.5
55,83.0344697,1.0,5525.625,484.3
56,83.0813666,1.0,5527.5,168.8
57,83.2242435,1.0,5542.5,64.6
58,83.2986884,1.0,5548.125,136.5
59,83.36139879999998,1.0,5553.75,469.1
60,84.356701,1.0,5638.125,865.1
61,84.4335803,1.0,5649.375,140.4
62,84.828475,1.0,5679.375,58.1
63,86.661856,1.0,5838.75,107.0
64,86.8032593,1.0,5848.125,526367239.8
65,86.80884739999998,1.0,5848.125,1396.5
66,86.8093574,1.0,5848.125,2933.9
67,86.80996280000001,1.0,5848.125,1453.0
68,86.81067970000001,1.0,1978.125,2016.7
69,86.8116647,1.0,1978.125,3005.3
70,86.81381499999998,1.0,1978.125,232.7
